sku,name,genus,kind,size,category,category_fix,tier_guess,tier_final,popular_rank,price,planned,has_culture,notes
S27-0867,"4.5"" RANUNCULUS MAGIC FIREBALL",Ranunculus,straight,"4.5""",,,premium,,,32.34,140,Y,
S27-0873,"4.5"" SANVITALIA TSAVO COMPACT YELLOW",Sanvitalia,straight,"4.5""",,,standard,,,32.22,30,Y,
S27-0885,"4.5"" SETCREASEA PINK STRIPES",Setcreasea,straight,"4.5""",,,standard,,,32.11,100,Y,
S27-0886,"4.5"" SETCREASEA PURPLE QUEEN",Setcreasea,straight,"4.5""",,,standard,,,32.18,100,Y,
S27-0889,1801S RETAIL STOCK MIME BLUE,Stock,straight,,,,,,,11.78,62,Y,
S27-0888,1801S RETAIL STOCK MIME PINK,Stock,straight,,,,,,,11.7,46,Y,
S27-0887,1801S RETAIL STOCK MIME RED,Stock,straight,,,,,,,,46,Y,
S27-0890,1801S RETAIL STOCK MIME ROSE,Stock,straight,,,,,,,11.78,62,Y,
S27-0891,1801S RETAIL STOCK MIME WHITE,Stock,straight,,,,,,,11.67,46,Y,
S27-0892,"6.5"" SUNFLOWER SUNBUZZ",Sunflower,straight,"6.5""",,,value,,,8.2,256,,
S27-0909,"4.5"" SUNPATIENS COMPACT  ORCHID BLUSH",Sunpatiens,straight,"4.5""",,,premium,,,33.1,100,Y,
S27-0893,"4.5"" SUNPATIENS COMPACT BLUSH PINK",Sunpatiens,straight,"4.5""",,,premium,,,32.98,190,Y,
S27-0894,"4.5"" SUNPATIENS COMPACT CLASSIC WHITE",Sunpatiens,straight,"4.5""",,,premium,,,33.19,510,Y,
S27-0895,"4.5"" SUNPATIENS COMPACT CORAL PINK",Sunpatiens,straight,"4.5""",,,premium,,,33.81,90,Y,
S27-0896,"4.5"" SUNPATIENS COMPACT DEEP RED",Sunpatiens,straight,"4.5""",,,premium,,,33.26,430,Y,
S27-0897,"4.5"" SUNPATIENS COMPACT ELECTRIC ORANGE",Sunpatiens,straight,"4.5""",,,premium,,,33.39,550,Y,
S27-0898,"4.5"" SUNPATIENS COMPACT HOT CORAL",Sunpatiens,straight,"4.5""",,,premium,,,32.97,180,Y,
S27-0900,"4.5"" SUNPATIENS COMPACT HOT PINK",Sunpatiens,straight,"4.5""",,,premium,,,33.04,430,Y,
S27-0902,"4.5"" SUNPATIENS COMPACT LAVENDER SPLASH",Sunpatiens,straight,"4.5""",,,premium,,,32.98,190,Y,
S27-0904,"4.5"" SUNPATIENS COMPACT LILAC",Sunpatiens,straight,"4.5""",,,premium,,,32.82,100,Y,
S27-0906,"4.5"" SUNPATIENS COMPACT LILAC",Sunpatiens,straight,"4.5""",,,premium,,,32.82,380,Y,
S27-0912,"4.5"" SUNPATIENS COMPACT PINK FLASH",Sunpatiens,straight,"4.5""",,,standard,,,32.29,80,Y,
S27-0914,"4.5"" SUNPATIENS COMPACT PURPLE",Sunpatiens,straight,"4.5""",,,premium,,,33.07,190,Y,
S27-0915,"4.5"" SUNPATIENS COMPACT PURPLE CANDY",Sunpatiens,straight,"4.5""",,,premium,,,32.67,310,Y,
S27-0916,"4.5"" SUNPATIENS COMPACT RED CANDY",Sunpatiens,straight,"4.5""",,,premium,,,32.82,100,Y,
S27-0917,"4.5"" SUNPATIENS COMPACT ROSE GLOW",Sunpatiens,straight,"4.5""",,,premium,,,33.02,190,Y,
S27-0918,"4.5"" SUNPATIENS COMPACT ROYAL MAGENTA",Sunpatiens,straight,"4.5""",,,premium,,,32.82,400,Y,
S27-0920,"4.5"" SUNPATIENS COMPACT TROPICAL ROSE",Sunpatiens,straight,"4.5""",,,value,,,31.65,550,Y,
S27-0922,"4.5"" SUPERCAL BLUE EYED ROSE",Supercal,straight,"4.5""",,,value,,,31.8,20,Y,
S27-0923,"4.5"" SUPERCAL PREMIUM BORDEAUX",Supercal,straight,"4.5""",,,premium,,,32.33,30,Y,
S27-0924,"4.5"" SUPERCAL PREMIUM CORAL START",Supercal,straight,"4.5""",,,value,,,32,30,Y,
S27-0925,"4.5"" SUPERCAL PREMIUM PEARL WHITE",Supercal,straight,"4.5""",,,premium,,,32.39,30,Y,
S27-0926,"4.5"" SUPERCAL PREMIUM PINK MIST",Supercal,straight,"4.5""",,,value,,,32.05,20,Y,
S27-0927,"4.5"" SUPERCAL PREMIUM RED MAPLE",Supercal,straight,"4.5""",,,standard,,,32.2,40,Y,
S27-0928,"4.5"" SUPERCAL PREMIUM SUNSET ORANGE",Supercal,straight,"4.5""",,,standard,,,32.18,40,Y,
S27-0929,"4.5"" SUPERCAL PREMIUM YELLOW SUN",Supercal,straight,"4.5""",,,standard,,,32.27,30,Y,
S27-0936,"4.5"" TRADESCANTIA RAINBOW",Tradescantia,straight,"4.5""",,,standard,,,32.26,20,,
S27-0938,"4.5"" TRADESCANTIA WHITE",Tradescantia,straight,"4.5""",,,value,,,31.99,20,,
S27-0939,"4.5"" TRADESCANTIA YELLOW",Tradescantia,straight,"4.5""",,,premium,,,32.96,20,,
S27-0941,"4.5"" TRADESCANTIA ZEBRINA GOLD",Tradescantia,straight,"4.5""",,,value,,,31.95,20,Y,
S27-0942,"4.5"" TRADESCANTIA ZEBRINA PURPLE",Tradescantia,straight,"4.5""",,,premium,,,32.55,20,Y,
S27-0935,"HB 10"" WANDERING JEWEL PINK PARADISE",Tradescantia,straight,hb,,,standard,,,16.81,134,Y,
S27-0937,"HB 10"" WANDERING JEWEL RED GEM",Tradescantia,straight,hb,,,standard,,,16.72,131,,
S27-0940,"HB 10"" WANDERING JEWEL ZEBRINA",Tradescantia,straight,hb,,,standard,,,16.96,245,Y,
S27-0981,1801L LANDSCAPE VIOLA SORBET XP DENIM JUMP UP,Viola,straight,flat,,,premium,,,12.15,10,,
S27-0984,1801L LANDSCAPE VIOLA SORBET XP LEMON JUMP UP,Viola,straight,flat,,,premium,,,11.84,30,,
S27-0989,1801L LANDSCAPE VIOLA SORBET XP ORANGE JUMP UP,Viola,straight,flat,,,premium,,,11.83,25,,
S27-0991,1801L LANDSCAPE VIOLA SORBET XP PINK HALO,Viola,straight,flat,,,premium,,,11.84,22,Y,
S27-0997,1801L LANDSCAPE VIOLA SORBET XP YELLOW BEACON,Viola,straight,flat,,,premium,,,11.98,15,,
S27-0999,1801L LANDSCAPE VIOLA SORBET XP YELLOW PINK JUMP UP,Viola,straight,flat,,,premium,,,11.94,37,,
S27-0993,1801S LANDSCAPE VIOLA SORBET XP PURPLE FACE,Viola,straight,flat,,,standard,,,11.82,15,,
S27-0995,1801S LANDSCAPE VIOLA SORBET XP WHITE,Viola,straight,flat,,,standard,,,11.79,15,,
S27-0980,1801S RETAIL VIOLA SORBET BLACK DELIGHT,Viola,straight,,,,,,,11.81,32,,
S27-0987,1801S RETAIL VIOLA SORBET XP ALL SEASONS MIX,Viola,straight,,,,,,,11.75,48,,
S27-0982,1801S RETAIL VIOLA SORBET XP DENIM JUMP UP,Viola,straight,,,,,,,,38,,
S27-0988,1801S RETAIL VIOLA SORBET XP JUMP UP MIX,Viola,straight,,,,,,,,48,,
S27-0983,1801S RETAIL VIOLA SORBET XP LEMON ICE BLOTCH,Viola,straight,,,,,,,11.88,48,,
S27-0985,1801S RETAIL VIOLA SORBET XP LEMON JUMP UP,Viola,straight,,,,,,,,18,,
S27-0986,1801S RETAIL VIOLA SORBET XP MARINA,Viola,straight,,,,,,,11.74,48,,
S27-0990,1801S RETAIL VIOLA SORBET XP ORANGE JUMP UP,Viola,straight,,,,,,,,23,,
S27-0992,1801S RETAIL VIOLA SORBET XP PINK HALO,Viola,straight,,,,,,,,26,Y,
S27-0994,1801S RETAIL VIOLA SORBET XP PURPLE FACE,Viola,straight,,,,,,,,17,,
S27-0996,1801S RETAIL VIOLA SORBET XP WHITE,Viola,straight,,,,,,,,17,,
S27-0998,1801S RETAIL VIOLA SORBET XP YELLOW BEACON,Viola,straight,,,,,,,,33,,
S27-1000,1801S RETAIL VIOLA SORBET XP YELLOW PINK JUMP UP,Viola,straight,,,,,,,,11,,
