sku,name,genus,kind,size,category,category_fix,tier_guess,tier_final,popular_rank,price,planned,has_culture,notes
S27-0804,"4.5"" PETUNIA DURABLOOM WHITE",Petunia,straight,"4.5""",color_annuals,,premium,,,33.38,20,Y,
S27-0811,"4.5"" PETUNIA FLOWER SHOWER MAYAN SUNSET",Petunia,straight,"4.5""",color_annuals,,value,,,32.02,30,Y,
S27-0812,"4.5"" PETUNIA HEADLINER CRIMSON",Petunia,straight,"4.5""",color_annuals,,standard,,,32.25,20,Y,
S27-0813,"4.5"" PETUNIA HEADLINER CRYSTAL SKY",Petunia,straight,"4.5""",color_annuals,,standard,,,32.2,20,Y,
S27-0814,"4.5"" PETUNIA HEADLINER DARK SATURN",Petunia,straight,"4.5""",color_annuals,,standard,,,32.28,20,Y,
S27-0815,"4.5"" PETUNIA HEADLINER ELECTRIC PURPLE",Petunia,straight,"4.5""",color_annuals,,premium,,,32.45,20,Y,
S27-0816,"4.5"" PETUNIA HEADLINER NIGHT SKY",Petunia,straight,"4.5""",color_annuals,,value,,,31.98,110,Y,
S27-0817,"4.5"" PETUNIA HEADLINER STRAWBERRY PICOTEE",Petunia,straight,"4.5""",color_annuals,,standard,,,32.14,20,Y,
S27-0818,"4.5"" PETUNIA INFERNO THE ORANGE",Petunia,straight,"4.5""",color_annuals,,standard,,,32.25,30,Y,
S27-0819,"4.5"" PETUNIA LITTLETUNIA BRIGHT RED",Petunia,straight,"4.5""",color_annuals,,standard,,,32.1,30,Y,
S27-0820,"4.5"" PETUNIA LITTLETUNIA PINK",Petunia,straight,"4.5""",color_annuals,,standard,,,32.2,30,Y,
S27-0821,"4.5"" PETUNIA LITTLETUNIA PURPLE BLUE",Petunia,straight,"4.5""",color_annuals,,premium,,,32.76,30,Y,
S27-0822,"4.5"" PETUNIA PINKCEPTIONAL",Petunia,straight,"4.5""",color_annuals,,,,,,40,Y,
S27-0823,"4.5"" PETUNIA RAY BLACK",Petunia,straight,"4.5""",color_annuals,,premium,,,32.89,30,Y,
S27-0824,"4.5"" PETUNIA RAY PISTACHIO CREAM",Petunia,straight,"4.5""",color_annuals,,premium,,,32.44,30,Y,
S27-0825,"4.5"" PETUNIA RAY SUNSHINE",Petunia,straight,"4.5""",color_annuals,,premium,,,32.54,30,Y,
S27-0826,"4.5"" PETUNIA SPLASH DANCE MAGENTA MAMBO",Petunia,straight,"4.5""",color_annuals,,standard,,,32.32,30,Y,
S27-0827,"4.5"" PETUNIA STARLET LIGHT PINK",Petunia,straight,"4.5""",color_annuals,,standard,,,32.31,40,Y,
S27-0828,"4.5"" PETUNIA STARLET MAGENTA STAR",Petunia,straight,"4.5""",color_annuals,,premium,,,32.49,30,Y,
S27-0829,"4.5"" PETUNIA STARLET PINOT RED",Petunia,straight,"4.5""",color_annuals,,,,,,30,Y,
S27-0830,"4.5"" PETUNIA STARLET SALMON RED VEIN",Petunia,straight,"4.5""",color_annuals,,premium,,,32.49,30,Y,
S27-0831,"4.5"" PETUNIA STARLET VELVET",Petunia,straight,"4.5""",color_annuals,,value,,,31.71,310,Y,
S27-0833,"4.5"" PETUNIA STARLET WHITE",Petunia,straight,"4.5""",color_annuals,,standard,,,32.3,30,Y,
S27-0810,"HB 10"" EASY WAVE PETUNIA IGLOO PARTY",Petunia,straight,hb,color_annuals,,value,,,11.64,50,,
S27-0808,"HB 10"" EASY WAVE PETUNIA ROSE MORN",Petunia,straight,hb,color_annuals,,value,,,11.05,150,,
S27-0809,"HB 10"" EASY WAVE PETUNIA SKY BLUE",Petunia,straight,hb,color_annuals,,value,,,10.25,150,,
S27-0847,"4.5"" PORTULACA PAZZAZZ NANO CANDY PINK",Portulaca,straight,"4.5""",color_annuals,,standard,,,32.25,20,Y,
S27-0848,"4.5"" PORTULACA PAZZAZZ NANO FUCHSIA",Portulaca,straight,"4.5""",color_annuals,,value,,,31.93,40,Y,
S27-0849,"4.5"" PORTULACA PAZZAZZ NANO ORANGE TWIST",Portulaca,straight,"4.5""",color_annuals,,standard,,,32.15,40,Y,
S27-0850,"4.5"" PORTULACA PAZZAZZ NANO SCARLET TWIST",Portulaca,straight,"4.5""",color_annuals,,value,,,31.91,50,Y,
S27-0851,"4.5"" PORTULACA PAZZAZZ NANO TROPICAL PUNCH",Portulaca,straight,"4.5""",color_annuals,,standard,,,32.1,50,Y,
S27-0852,"4.5"" PORTULACA PAZZAZZ NANO YELLOW",Portulaca,straight,"4.5""",color_annuals,,standard,,,32.07,50,Y,
S27-0853,"4.5"" PORTULACA PAZZAZZ PURPLE",Portulaca,straight,"4.5""",color_annuals,,standard,,,32.14,40,Y,
S27-0846,"HB 10"" PORTULACA CLASSIC MIX",Portulaca,straight,hb,color_annuals,,value,,,16.63,116,Y,
S27-0854,"HB 10"" PORTULACA RIOGRANDE FROSTED STRAWBERRY",Portulaca,straight,hb,color_annuals,,standard,,,16.74,50,Y,
S27-0855,"HB 10"" PORTULACA RIOGRANDE MAGENTA 26",Portulaca,straight,hb,color_annuals,,standard,,,16.75,51,Y,
S27-0868,"4.5"" SALVIA BLACK AND BLUE",Salvia,straight,"4.5""",color_annuals,,standard,,,32.15,100,Y,
S27-0869,"4.5"" SALVIA MYSTICAL BLUE",Salvia,straight,"4.5""",color_annuals,,value,,,32.02,190,Y,
S27-0870,"4.5"" SALVIA MYSTICAL WHITE",Salvia,straight,"4.5""",color_annuals,,premium,,,32.35,50,Y,
S27-0871,"4.5"" SALVIA PLUM CRAZY",Salvia,straight,"4.5""",color_annuals,,standard,,,32.31,20,Y,
S27-0872,"4.5"" SALVIA ROMAN RED",Salvia,straight,"4.5""",color_annuals,,standard,,,32.22,20,Y,
S27-0875,"4.5"" SCAEVOLA FANATIX DARK BLUE",Scaevola,straight,"4.5""",color_annuals,,value,,,31.07,30,Y,
S27-0876,"4.5"" SCAEVOLA FANATIX PINK",Scaevola,straight,"4.5""",color_annuals,,premium,,,32.47,20,Y,
S27-0878,"4.5"" SCAEVOLA FANATIX WHITE",Scaevola,straight,"4.5""",color_annuals,,standard,,,32.23,30,Y,
S27-0880,"4.5"" SCAEVOLA SURDIVA BLUE VIOLET",Scaevola,straight,"4.5""",color_annuals,,premium,,,32.79,90,Y,
S27-0882,"4.5"" SCAEVOLA SURDIVA FASHION PINK",Scaevola,straight,"4.5""",color_annuals,,premium,,,32.56,30,Y,
S27-0883,"4.5"" SCAEVOLA SURDIVA PURPLE",Scaevola,straight,"4.5""",color_annuals,,standard,,,32.27,40,Y,
S27-0884,"4.5"" SCAEVOLA SURDIVA WHITE",Scaevola,straight,"4.5""",color_annuals,,premium,,,32.76,30,Y,
S27-0930,"4.5"" TORENIA SUMMERWAVE BOUQUET DEEP BLUE",Torenia,straight,"4.5""",color_annuals,,standard,,,32.2,30,Y,
S27-0931,"4.5"" TORENIA SUMMERWAVE BOUQUET DEEP ROSE",Torenia,straight,"4.5""",color_annuals,,value,,,31.93,30,Y,
S27-0932,"4.5"" TORENIA SUMMERWAVE BOUQUET GOLD",Torenia,straight,"4.5""",color_annuals,,value,,,31.91,30,Y,
S27-0933,"4.5"" TORENIA SUMMERWAVE BOUQUET WHITE",Torenia,straight,"4.5""",color_annuals,,standard,,,32.16,30,Y,
S27-0934,"4.5"" TORENIA SUMMERWAVE LARGE AMETHYST",Torenia,straight,"4.5""",color_annuals,,value,,,31.8,30,Y,
S27-0943,"4.5"" VERBENA BEATS BLUE",Verbena,straight,"4.5""",color_annuals,,premium,,,32.43,40,Y,
S27-0944,"4.5"" VERBENA BEATS LAVENDER STAR",Verbena,straight,"4.5""",color_annuals,,premium,,,32.47,40,Y,
S27-0945,"4.5"" VERBENA BEATS PINK SHADES",Verbena,straight,"4.5""",color_annuals,,premium,,,32.57,40,Y,
S27-0946,"4.5"" VERBENA BEATS PURPLE WHITE",Verbena,straight,"4.5""",color_annuals,,premium,,,32.41,40,Y,
S27-0947,"4.5"" VERBENA BEATS RED",Verbena,straight,"4.5""",color_annuals,,standard,,,32.3,40,Y,
S27-0948,"4.5"" VERBENA BEATS RED WHITE",Verbena,straight,"4.5""",color_annuals,,premium,,,32.5,40,Y,
S27-0949,"4.5"" VERBENA BEATS WHITE",Verbena,straight,"4.5""",color_annuals,,,,,,30,Y,
S27-0950,"4.5"" VERBENA CADET UPRIGHT HOT PINK WINK",Verbena,straight,"4.5""",color_annuals,,premium,,,32.56,30,Y,
S27-0951,"4.5"" VERBENA CADET UPRIGHT LAVENDER BLUE",Verbena,straight,"4.5""",color_annuals,,premium,,,32.39,30,Y,
S27-0952,"4.5"" VERBENA CADET UPRIGHT ORCHID PINK",Verbena,straight,"4.5""",color_annuals,,premium,,,32.44,30,Y,
S27-0953,"4.5"" VERBENA CADET UPRIGHT RED",Verbena,straight,"4.5""",color_annuals,,premium,,,32.38,30,Y,
S27-0954,"4.5"" VERBENA CADET UPRIGHT WHITE",Verbena,straight,"4.5""",color_annuals,,premium,,,32.53,30,Y,
S27-0955,"4.5"" VERBENA LASCAR MANGO ORANGE",Verbena,straight,"4.5""",color_annuals,,premium,,,32.36,30,Y,
S27-0956,"4.5"" VERBENA LASCAR ORANGE LAVA",Verbena,straight,"4.5""",color_annuals,,standard,,,32.26,30,Y,
S27-0957,"4.5"" VERBENA VANESSA COMPACT BICOLOR MARSHMALLOW",Verbena,straight,"4.5""",color_annuals,,standard,,,32.26,30,Y,
S27-0958,"4.5"" VERBENA VANESSA COMPACT BICOLOR ROSE",Verbena,straight,"4.5""",color_annuals,,standard,,,32.11,30,Y,
S27-0959,"4.5"" VERBENA VANESSA COMPACT LIME",Verbena,straight,"4.5""",color_annuals,,premium,,,32.61,30,Y,
S27-0960,"4.5"" VERBENA VANESSA COMPACT NEON PINK",Verbena,straight,"4.5""",color_annuals,,premium,,,32.36,30,Y,
S27-0961,"4.5"" VERBENA VANESSA COMPACT PURPLE",Verbena,straight,"4.5""",color_annuals,,standard,,,32.22,30,Y,
S27-0962,"4.5"" VERBENA VANESSA COMPACT VIOLET",Verbena,straight,"4.5""",color_annuals,,standard,,,32.16,30,Y,
S27-0966,"4.5"" VINCA TATTOO BLACK CHERRY",Vinca,straight,"4.5""",color_annuals,,standard,,,32.28,44,,
S27-0968,"4.5"" VINCA TATTOO RASPBERRY",Vinca,straight,"4.5""",color_annuals,,standard,,,32.26,45,,
S27-0969,"4.5"" VINCA TATTOO TANGERINE",Vinca,straight,"4.5""",color_annuals,,value,,,30.97,44,,
S27-0970,"4.5"" VINCA TITAN APRICOT",Vinca,straight,"4.5""",color_annuals,,premium,,,32.43,89,,
S27-0967,"4.5"" VINCA TITAN BLUEBERRY",Vinca,straight,"4.5""",color_annuals,,premium,,,32.47,45,,
S27-0971,"4.5"" VINCA TITAN ICY PINK",Vinca,straight,"4.5""",color_annuals,,value,,,31.15,90,,
S27-0972,"4.5"" VINCA TITAN LAVENDER BLUE HALO",Vinca,straight,"4.5""",color_annuals,,standard,,,32.2,89,,
S27-0973,"4.5"" VINCA TITAN POLKA DOT",Vinca,straight,"4.5""",color_annuals,,premium,,,32.37,90,,
S27-0974,"4.5"" VINCA TITAN PUNCH",Vinca,straight,"4.5""",color_annuals,,value,,,30.03,90,,
S27-0975,"4.5"" VINCA TITAN-IUM APRICOT",Vinca,straight,"4.5""",color_annuals,,premium,,,33.66,43,,
S27-0976,"4.5"" VINCA TITAN-IUM BLUSH",Vinca,straight,"4.5""",color_annuals,,premium,,,33.04,43,,
S27-0977,"4.5"" VINCA TITAN-IUM REALLY RED",Vinca,straight,"4.5""",color_annuals,,premium,,,32.69,43,,
S27-0978,"4.5"" VINCA TITAN-IUM WHITE",Vinca,straight,"4.5""",color_annuals,,premium,,,33.14,43,,
S27-0964,"4.5"" VINCA VINE EXPOFLORA",Vinca,straight,"4.5""",color_annuals,,,,,,450,Y,
S27-0963,"4.5"" VINCA VINE ILLUMINATION",Vinca,straight,"4.5""",color_annuals,,,,,,1200,Y,
S27-0965,"4.5"" VINCA VINE VARIEGATED",Vinca,straight,"4.5""",color_annuals,,,,,,400,Y,
S27-0979,"4.5"" VINCA VINE WOJO'S JEM",Vinca,straight,"4.5""",color_annuals,,,,,,550,Y,
S27-1002,"4.5"" ZINNIA PROFUSION CHERRY BICOLOR",Zinnia,straight,"4.5""",color_annuals,,premium,,,32.5,60,Y,
S27-1004,"4.5"" ZINNIA PROFUSION FIRE",Zinnia,straight,"4.5""",color_annuals,,premium,,,32.36,60,Y,
S27-1007,"4.5"" ZINNIA PROFUSION RED",Zinnia,straight,"4.5""",color_annuals,,,,,,60,Y,
S27-1010,"4.5"" ZINNIA PROFUSION RED YELLOW BICOLOR",Zinnia,straight,"4.5""",color_annuals,,standard,,,32.26,60,Y,
S27-1009,"4.5"" ZINNIA PROFUSION YELLOW",Zinnia,straight,"4.5""",color_annuals,,standard,,,32.24,60,Y,
S27-1001,"8"" ZINNIAS ELEGANT HOT MIXTURE",Zinnia,straight,hb,color_annuals,,value,,,7.65,600,Y,
S27-0020,"HB 10"" BUZZ BASKETS HEAVY PETAL",Angelonia,combo,hb,combos,,standard,,,16.91,91,Y,
S27-0124,FIBER LG. BEGONIA REIGER ORANGE,Begonia,combo,,combos,,,,,29.4,986,Y,
S27-0140,FIBER LG. BEGONIA REIGER PINK,Begonia,combo,,combos,,,,,28.57,954,Y,
S27-0148,FIBER LG. BEGONIA REIGER RED,Begonia,combo,,combos,,,,,30.88,557,Y,
S27-0132,FIBER LG. BEGONIA REIGER WHITE,Begonia,combo,,combos,,,,,28.84,275,Y,
S27-0136,FIBER LG. BEGONIA REIGER YELLOW,Begonia,combo,,combos,,,,,29.72,1247,Y,
S27-0055,FIBER LG. SUMMER COMBO ALLIGATOR ALLEY,Begonia,combo,,combos,,,,,35.34,845,Y,
S27-0064,FIBER LG. SUMMER COMBO BOURBON STREET,Begonia,combo,,combos,,,,,33.34,364,Y,
S27-0068,FIBER LG. SUMMER COMBO WALL STREET,Begonia,combo,,combos,,,,,33.54,120,Y,
S27-0087,"HB 10"" BEGONIA COLEUS BACHOLERETTE",Begonia,combo,hb,combos,,standard,,,18.16,112,Y,
S27-0094,"HB 10"" BEGONIA COLEUS FIRST KISS DEL SOL",Begonia,combo,hb,combos,,standard,,,18.22,114,Y,
S27-0096,"HB 10"" BEGONIA COLEUS HOT PINK",Begonia,combo,hb,combos,,standard,,,18.22,117,Y,
S27-0097,"HB 10"" BEGONIA COLEUS LA LUNA",Begonia,combo,hb,combos,,standard,,,18.26,131,Y,
S27-0088,"HB 10"" BEGONIA COLEUS MISS MIAMI",Begonia,combo,hb,combos,,standard,,,18.2,65,Y,
S27-0121,"HB 10"" BEGONIA COLEUS PORTOFINO YELLOW",Begonia,combo,hb,combos,,standard,,,18.23,65,Y,
S27-0098,"HB 10"" BEGONIA COLEUS SAFFRON",Begonia,combo,hb,combos,,standard,,,18.14,119,Y,
S27-0123,"HB 10"" REIGER ORANGE",Begonia,combo,hb,combos,,,,,,575,Y,
S27-0139,"HB 10"" REIGER PINK",Begonia,combo,hb,combos,,,,,,456,Y,
S27-0147,"HB 10"" REIGER RED",Begonia,combo,hb,combos,,,,,,381,Y,
S27-0131,"HB 10"" REIGER WHITE",Begonia,combo,hb,combos,,,,,,276,Y,
S27-0135,"HB 10"" REIGER YELLOW",Begonia,combo,hb,combos,,,,,,598,Y,
S27-0059,"HB 10"" SUN BEGONIA COMBO BASKET PINK",Begonia,combo,hb,combos,,value,,,8.95,139,Y,
S27-0063,"HB 10"" SUN BEGONIA COMBO BASKET RED",Begonia,combo,hb,combos,,standard,,,18.38,127,Y,
S27-0102,"HB 10"" SUN BEGONIA COMBO BASKET ROSE",Begonia,combo,hb,combos,,standard,,,18.38,93,Y,
S27-0067,"HB 10"" SUN BEGONIA COMBO BASKET WHITE",Begonia,combo,hb,combos,,standard,,,18.38,84,Y,
S27-0093,"HB 14"" BEGONIA I'CONIA MIX FIRST KISS DEL SOL",Begonia,combo,hb,combos,,premium,,,29.2,121,Y,
S27-0095,"HB 14"" BEGONIA I'CONIA MIX FIRST KISS HOT PINK",Begonia,combo,hb,combos,,premium,,,28.82,96,Y,
S27-0099,"HB 14"" BEGONIA I'CONIA MIX MISS MIAMI",Begonia,combo,hb,combos,,premium,,,29.87,49,Y,
S27-0100,"HB 14"" BEGONIA I'CONIA MIX MISS MONTREAL",Begonia,combo,hb,combos,,premium,,,28.85,30,Y,
S27-0103,"HB 14"" BEGONIA MEGAWATT MIX PINK LEMONADE",Begonia,combo,hb,combos,,premium,,,29.19,90,Y,
S27-0105,"HB 14"" BEGONIA MEGAWATT MIX PINK MANGO",Begonia,combo,hb,combos,,premium,,,29.33,89,Y,
S27-0109,"HB 14"" BEGONIA MEGAWATT MIX VANILLA CHERRY SUNRISE",Begonia,combo,hb,combos,,premium,,,29.27,114,Y,
S27-0108,"HB 16"" BEGONIA MEGA CHERRY ROSE",Begonia,combo,hb,combos,,premium,,,39.08,49,Y,
S27-0110,"HB 16"" BEGONIA MEGA LEMON DROP",Begonia,combo,hb,combos,,premium,,,39.1,54,Y,
S27-0104,"HB 16"" BEGONIA MEGA PASSIONFRUIT PUNCH",Begonia,combo,hb,combos,,premium,,,39.17,21,Y,
S27-0106,"HB 16"" BEGONIA MEGA PINK MANGO",Begonia,combo,hb,combos,,premium,,,39.38,59,Y,
S27-0107,"HB 16"" BEGONIA MEGA RED HOT",Begonia,combo,hb,combos,,premium,,,39.5,44,Y,
S27-0151,"HB 16"" SHADE BASKET HOT PINK VERMILLION",Begonia,combo,hb,combos,,premium,,,38.42,86,Y,
S27-0127,"POT 11"" FANCY BOY REIGER BEGONIA CAMILLA",Begonia,combo,,combos,,,,,23.98,84,Y,
S27-0129,"POT 11"" FANCY BOY REIGER BEGONIA CARNEVAL",Begonia,combo,,combos,,,,,24.1,84,Y,
S27-0142,"POT 11"" FANCY BOY REIGER BEGONIA NICOLE STONE",Begonia,combo,,combos,,,,,24.15,84,Y,
S27-0145,"POT 11"" FANCY BOY REIGER BEGONIA SANDRINE",Begonia,combo,,combos,,,,,24.18,84,Y,
S27-0125,"POT 8"" REIGER ORANGE",Begonia,combo,,combos,,,,,17.9,650,Y,
S27-0141,"POT 8"" REIGER PINK",Begonia,combo,,combos,,,,,18.02,615,Y,
S27-0149,"POT 8"" REIGER RED",Begonia,combo,,combos,,,,,18.74,350,Y,
S27-0133,"POT 8"" REIGER WHITE",Begonia,combo,,combos,,,,,18.79,245,Y,
S27-0137,"POT 8"" REIGER YELLOW",Begonia,combo,,combos,,,,,17.96,670,Y,
S27-0257,"8"" BLOOM BUDDIES  JAZZBERRY JAM",Calibrachoa,combo,hb,combos,,value,,,11.06,200,Y,
S27-0236,"8"" BLOOM BUDDIES A GRAPE FIT",Calibrachoa,combo,hb,combos,,value,,,11.1,100,Y,
S27-0261,"8"" BLOOM BUDDIES BEJEWELED",Calibrachoa,combo,hb,combos,,value,,,11.09,200,Y,
S27-0241,"8"" BLOOM BUDDIES CHERRY KISS",Calibrachoa,combo,hb,combos,,value,,,11.1,100,Y,
S27-0244,"8"" BLOOM BUDDIES RASPBERRY SORBET",Calibrachoa,combo,hb,combos,,value,,,11.09,100,Y,
S27-0190,"8"" BLOOM BUDDIES SPIRITS UNITED",Calibrachoa,combo,hb,combos,,value,,,10.98,300,Y,
S27-0222,"8"" BLOOM BUDDIES STARLIGHT STARBRIGHT",Calibrachoa,combo,hb,combos,,value,,,11.04,100,Y,
S27-0226,"HB 10"" CALIBRACHOA BERRY DARLING",Calibrachoa,combo,hb,combos,,standard,,,16.72,285,Y,
S27-0194,"HB 10"" CALIBRACHOA MIX SERENDIPITY",Calibrachoa,combo,hb,combos,,standard,,,16.75,196,Y,
S27-0192,"HB 10"" CALIBRACHOA MIX SPIRITS UNITED",Calibrachoa,combo,hb,combos,,standard,,,16.81,233,Y,
S27-0205,"HB 10"" CALIBRACHOA MIX TIKI PUNCH",Calibrachoa,combo,hb,combos,,standard,,,16.86,299,Y,
S27-0191,"HB 10"" CALIBRACHOA SPRINKLES ON TOP",Calibrachoa,combo,hb,combos,,premium,,,19.21,981,Y,
S27-0230,"HB 10"" CALIBRACHOA SUPERNOVA",Calibrachoa,combo,hb,combos,,standard,,,16.74,281,Y,
S27-0202,"HB 10"" SUN COMBO BLOOMIN GLORY",Calibrachoa,combo,hb,combos,,standard,,,18.14,179,Y,
S27-0239,"HB 10"" SUN COMBO CRYSTAL ROSE FLASH",Calibrachoa,combo,hb,combos,,standard,,,18.5,193,Y,
S27-0245,"HB 10"" SUN COMBO ENCHANTED EVE",Calibrachoa,combo,hb,combos,,premium,,,18.73,283,Y,
S27-0254,"HB 10"" SUN COMBO ENDURABLE CERISE",Calibrachoa,combo,hb,combos,,premium,,,19.5,959,Y,
S27-0207,"HB 10"" SUN COMBO PARADISE STATE OF MIND",Calibrachoa,combo,hb,combos,,standard,,,18.39,566,Y,
S27-0242,"HB 10"" SUN COMBO SPRING MODERN",Calibrachoa,combo,hb,combos,,standard,,,18.33,192,Y,
S27-0243,"POT 11"" FANCY BOY 'CHERRY KISS'",Calibrachoa,combo,,combos,,,,,24.24,100,Y,
S27-0263,"POT 11"" FANCY BOY 'KNEW ORLEANS'",Calibrachoa,combo,,combos,,,,,24.39,100,Y,
S27-0227,"POT 11"" FANCY BOY 'LIBERTY BELL'",Calibrachoa,combo,,combos,,,,,24.17,220,Y,
S27-0233,"POT 11"" FANCY BOY 'SKY'S THE LIMIT",Calibrachoa,combo,,combos,,,,,24.06,100,Y,
S27-0223,"POT 11"" FANCY BOY 'STARLIGHT STARBRIGHT'",Calibrachoa,combo,,combos,,,,,23.08,100,Y,
S27-0246,"POT 11"" FANCY BOY FUNDRAISER BERRY BASKET",Calibrachoa,combo,,combos,,,,,29.49,444,Y,
S27-0258,"POT 11"" FANCY BOY FUNDRAISER BERRY BASKET",Calibrachoa,combo,,combos,,,,,29.49,200,Y,
S27-0345,"POT 11"" FANCY BOY COLEUS AMPED UP",Coleus,combo,,combos,,,,,21.93,52,Y,
S27-0298,"POT 11"" FANCY BOY COLEUS CHARGED UP IN CHICAGO",Coleus,combo,,combos,,,,,23.94,52,Y,
S27-0289,"POT 11"" FANCY BOY MONARCH MAGIC",Coleus,combo,,combos,,,,,24.09,104,Y,
S27-0360,"8"" BLOOM BUDDY SPRING BLUE VIOLET",Combo,combo,hb,combos,,value,,,11.07,300,Y,
S27-0361,"HB 10"" EARLY SPRING OSTEO MIX",Combo,combo,hb,combos,,standard,,,16.82,50,Y,
S27-0362,"HB 14"" DBL. CALIBRACHOA BLUSH CRUSH",Combo,combo,hb,combos,,premium,,,29.44,31,Y,
S27-0363,"HB 14"" DBL. CALIBRACHOA CUPID'S KISS",Combo,combo,hb,combos,,premium,,,29.32,63,Y,
S27-0364,"HB 14"" DBL. CALIBRACHOA FLIRTINI",Combo,combo,hb,combos,,premium,,,29.52,63,Y,
S27-0365,"HB 14"" DBL. CALIBRACHOA LOLLIPOP DELIGHT",Combo,combo,hb,combos,,premium,,,30.36,57,Y,
S27-0366,"HB 14"" DBL. CALIBRACHOA SUNSHINE AND SUGAR",Combo,combo,hb,combos,,premium,,,29.26,32,Y,
S27-0367,"HB 14"" DBL. CALIBRACHOA SWEET SIXTEEN",Combo,combo,hb,combos,,premium,,,29.49,51,Y,
S27-0368,"HB 14"" PETUNIA COMBO DRAGON FRUIT KISS",Combo,combo,hb,combos,,premium,,,29.4,140,Y,
S27-0369,"HB 14"" PETUNIA COMBO SPILL THE TEA",Combo,combo,hb,combos,,premium,,,29.4,102,Y,
S27-0370,"HB 14"" PETUNIA COMBO YELLOW GARDEN PARTY",Combo,combo,hb,combos,,premium,,,29.4,89,Y,
S27-0371,"HB 16"" SPRING COMBO ACHROMATIC AFFAIR",Combo,combo,hb,combos,,premium,,,39.38,41,Y,
S27-0372,"HB 16"" SPRING COMBO BLUERIFFIC",Combo,combo,hb,combos,,,,,,52,Y,
S27-0373,"HB 16"" SPRING COMBO ENVY",Combo,combo,hb,combos,,premium,,,39.52,61,Y,
S27-0374,"HB 16"" SPRING COMBO HIGH OCTANE",Combo,combo,hb,combos,,premium,,,38.97,53,Y,
S27-0375,"HB 16"" SPRING COMBO INDIAN SUMMER GLOW",Combo,combo,hb,combos,,premium,,,39.71,110,Y,
S27-0376,"HB 16"" SPRING COMBO MAGENTA MAJESTY",Combo,combo,hb,combos,,premium,,,39.27,49,Y,
S27-0377,"HB 16"" SPRING COMBO NICE DAY RED WEDDING",Combo,combo,hb,combos,,premium,,,39.3,107,Y,
S27-0378,"HB 16"" SPRING COMBO PINKCEPTIONAL",Combo,combo,hb,combos,,premium,,,36.84,47,Y,
S27-0379,"HB 16"" SPRING COMBO PURPLE ON PURPOSE",Combo,combo,hb,combos,,premium,,,39.25,52,Y,
S27-0380,"HB 16"" SPRING COMBO SUNNY DAY SURPRISE",Combo,combo,hb,combos,,premium,,,39.83,116,Y,
S27-0504,FIBER LG. GERANIUM COMBO RED,Geranium,combo,,combos,,,,,25.45,1858,Y,
S27-0498,FIBER LG. GERANIUM DYNAMO HOT PINK,Geranium,combo,,combos,,,,,26.25,553,Y,
S27-0506,FIBER LG. GERANIUM DYNAMO SALMON,Geranium,combo,,combos,,,,,26.49,683,Y,
S27-0508,FIBER LG. GERANIUM DYNAMO VIOLET,Geranium,combo,,combos,,,,,25.59,764,Y,
S27-0510,FIBER LG. GERANIUM DYNAMO WHITE,Geranium,combo,,combos,,,,,23.78,353,Y,
S27-0527,"HB 10"" GERANIUM DARK PINK",Geranium,combo,hb,combos,,,,,,465,Y,
S27-0530,"HB 10"" GERANIUM DARK RED",Geranium,combo,hb,combos,,,,,,1133,Y,
S27-0532,"HB 10"" GERANIUM MAGENTA",Geranium,combo,hb,combos,,,,,,325,Y,
S27-0524,"HB 10"" GERANIUM MARCADA ASSEMBLY HALL",Geranium,combo,hb,combos,,value,,,16.47,130,Y,
S27-0521,"HB 10"" GERANIUM MARCADA COSMIC CANDY",Geranium,combo,hb,combos,,value,,,16.6,134,Y,
S27-0474,"HB 14"" CALLIOPE CASCADE MIX BASKET",Geranium,combo,hb,combos,,premium,,,29.19,66,Y,
S27-0479,"HB 14"" CALLIOPE LANTANA DARK RED",Geranium,combo,hb,combos,,premium,,,29.11,132,Y,
S27-0483,"HB 14"" CALLIOPE LANTANA DEEP ROSE",Geranium,combo,hb,combos,,premium,,,29.3,132,Y,
S27-0490,"HB 14"" CALLIOPE LANTANA PINK FLAME",Geranium,combo,hb,combos,,premium,,,29.37,132,Y,
S27-0493,"HB 14"" CALLIOPE LANTANA ROSE MEGA SPLASH",Geranium,combo,hb,combos,,premium,,,29.26,132,Y,
S27-0518,"HB 14"" MANTRA MIX BASKET BRIGHT RED",Geranium,combo,hb,combos,,premium,,,29.26,66,Y,
S27-0519,"HB 14"" MANTRA MIX BASKET MAGENTA",Geranium,combo,hb,combos,,premium,,,29.25,66,Y,
S27-0520,"HB 14"" MANTRA MIX BASKET PINK",Geranium,combo,hb,combos,,premium,,,29.23,66,Y,
S27-0475,"HB 16"" GERANIUM CALLIOPE BRIGHT ROSE",Geranium,combo,hb,combos,,premium,,,38.99,47,Y,
S27-0477,"HB 16"" GERANIUM CALLIOPE DARK RED",Geranium,combo,hb,combos,,premium,,,38.89,170,Y,
S27-0484,"HB 16"" GERANIUM CALLIOPE DEEP ROSE",Geranium,combo,hb,combos,,premium,,,38.97,97,Y,
S27-0491,"HB 16"" GERANIUM CALLIOPE PINK FLAME",Geranium,combo,hb,combos,,premium,,,38.87,87,Y,
S27-0494,"HB 16"" GERANIUM CALLIOPE ROSE MEGA SPLASH",Geranium,combo,hb,combos,,premium,,,38.96,60,Y,
S27-0495,"HB 16"" GERANIUM CALLIOPE WHITE SPLASH",Geranium,combo,hb,combos,,premium,,,38.78,49,Y,
