sku,legacy_sku,name,kind,genus,category,size,tier,planned,price,pack,needs_image,needs_culture,needs_price,needs_tier,needs_category,needs_size,mixed_combo_review,gap_count
S27-0384,AN04CUP006,"4.5"" CUPHEA ENCHANTIA PURPLE",straight,Cuphea,,"4.5""",,40,32.07,10,1,1,,1,1,,,4
S27-0388,AN04CUP004,"4.5"" CUPHEA SUGARBELLS",straight,Cuphea,,"4.5""",,40,31.9,10,1,1,,1,1,,,4
S27-0565,,"4.5"" IPOMOEA SWEET GEORGIA CHESTNUT HRT",straight,Ipomoea,color_annuals,"4.5""",,40,,10,1,1,1,1,,,,4
S27-0619,,"4.5"" LOBELIA HEATOPIA BLUE",straight,Lobelia,color_annuals,"4.5""",,40,,10,1,1,1,1,,,,4
S27-0822,,"4.5"" PETUNIA PINKCEPTIONAL",straight,Petunia,color_annuals,"4.5""",,40,,10,1,1,1,1,,,,4
S27-0927,AN04SUP003,"4.5"" SUPERCAL PREMIUM RED MAPLE",straight,Supercal,,"4.5""",,40,32.2,10,1,1,,1,1,,,4
S27-0928,AN04SUP007,"4.5"" SUPERCAL PREMIUM SUNSET ORANGE",straight,Supercal,,"4.5""",,40,32.18,10,1,1,,1,1,,,4
S27-0999,,1801L LANDSCAPE VIOLA SORBET XP YELLOW PINK JUMP UP,straight,Viola,,flat,,37,11.94,1,1,1,,1,1,,,4
S27-0014,AN180ALY002,1801S RETAIL ALYSSUM CLEAR CRYSTALS PURPLE SHADES,straight,Alyssum,color_annuals,,,32,12.22,1,1,1,,1,,1,,4
S27-0703,AN180PAN001,1801S RETAIL PANSY CATS PLUS MARINA,straight,Pansy,color_annuals,,,32,12.41,1,1,1,,1,,1,,4
S27-0704,,1801S RETAIL PANSY CATS PLUS PURPLE & WHITE,straight,Pansy,color_annuals,,,32,11.98,1,1,1,,1,,1,,4
S27-0706,AN180PAN004,1801S RETAIL PANSY CATS PLUS YELLOW,straight,Pansy,color_annuals,,,32,11.92,1,1,1,,1,,1,,4
S27-0741,AN180PAN020,1801S RETAIL PANSY FRIZZLE SIZZLE RASPBERRY,straight,Pansy,color_annuals,,,32,12.05,1,1,1,,1,,1,,4
S27-0742,AN180PAN021,1801S RETAIL PANSY FRIZZLE SIZZLE YELLOW,straight,Pansy,color_annuals,,,32,12.05,1,1,1,,1,,1,,4
S27-0004,AN04AJU002,"4.5"" AJUGA BURGUNDY GLOW",straight,Ajuga,,"4.5""",,30,32.37,10,1,1,,1,1,,,4
S27-0012,AN04ALT001,"4.5"" ALTERNANTHERA LITTLE RUBY",straight,Alternanthera,,"4.5""",,30,32.21,10,1,1,,1,1,,,4
S27-0039,AN04ART001,"4.5"" FANCIFILLERS ARTEMESIA SEA SALT",straight,Artemesia,,"4.5""",,30,32.58,10,1,1,,1,1,,,4
S27-0216,,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE BLUE",straight,Calibrachoa,color_annuals,"4.5""",,30,,10,1,1,1,1,,,,4
S27-0221,,"4.5"" CALIBRACHOA MINIFAMOUS EVO DOUBLE YELLOW",straight,Calibrachoa,color_annuals,"4.5""",,30,,10,1,1,1,1,,,,4
S27-0232,,"4.5"" CALIBRACHOA MINIFAMOUS NEO LIGHT BLUE",straight,Calibrachoa,color_annuals,"4.5""",,30,,10,1,1,1,1,,,,4
S27-0235,,"4.5"" CALIBRACHOA MINIFAMOUS NEO PINK",straight,Calibrachoa,color_annuals,"4.5""",,30,,10,1,1,1,1,,,,4
S27-0260,,"4.5"" CALIBRACHOA MINIFAMOUS UNO YELLOW",straight,Calibrachoa,color_annuals,"4.5""",,30,,10,1,1,1,1,,,,4
S27-0347,,"4.5"" COLEUS VOLCANICA SOLARFLARE",straight,Coleus,color_annuals,"4.5""",,30,,10,1,1,1,1,,,,4
S27-0385,AN04CUP007,"4.5"" CUPHEA ENCHANTIA WHITE",straight,Cuphea,,"4.5""",,30,31.75,10,1,1,,1,1,,,4
S27-0431,AN04DID001,"4.5"" DIDELTA SILVER STRAND",straight,Didelta,,"4.5""",,30,33.17,10,1,1,,1,1,,,4
S27-0466,AN04GAU001,"4.5"" GAURA BELLEZA COMPACT LIGHT PINK",straight,Gaura,,"4.5""",,30,31.77,10,1,1,,1,1,,,4
S27-0467,AN04GAU002,"4.5"" GAURA BELLEZA EARLY WHITE",straight,Gaura,,"4.5""",,30,31.82,10,1,1,,1,1,,,4
S27-0553,AN04HEL002,"4.5"" HELICHRYSUM SILVER RIBBON",straight,Helichrysum,,"4.5""",,30,32.26,10,1,1,,1,1,,,4
S27-0554,AN04HEL003,"4.5"" HELICHRYSUM SILVER STITCH",straight,Helichrysum,,"4.5""",,30,32.11,10,1,1,,1,1,,,4
S27-0557,AN04HEI001,"4.5"" HELIOTROPE MARINO BLUE",straight,Heliotrope,,"4.5""",,30,32.49,10,1,1,,1,1,,,4
S27-0624,AN04LOU001,"4.5"" LOBULARIA EASY BREEZY PINK",straight,Lobularia,,"4.5""",,30,32.19,10,1,1,,1,1,,,4
S27-0625,AN04LOU002,"4.5"" LOBULARIA EASY BREEZY PURPLE",straight,Lobularia,,"4.5""",,30,31.94,10,1,1,,1,1,,,4
S27-0629,AN04LYS002,"4.5"" LYSIMACHIA MIDNIGHT SUN",straight,Lysimachia,,"4.5""",,30,32.3,10,1,1,,1,1,,,4
S27-0829,,"4.5"" PETUNIA STARLET PINOT RED",straight,Petunia,color_annuals,"4.5""",,30,,10,1,1,1,1,,,,4
S27-0840,AN04PLE002,"4.5"" PLECTRANTHUS LEMON TWIST",straight,Plectranthus,,"4.5""",,30,32.18,10,1,1,,1,1,,,4
S27-0841,AN04PLE003,"4.5"" PLECTRANTHUS NICO",straight,Plectranthus,,"4.5""",,30,32.33,10,1,1,,1,1,,,4
S27-0842,AN04PLE004,"4.5"" PLECTRANTHUS NICOLETTE",straight,Plectranthus,,"4.5""",,30,31.77,10,1,1,,1,1,,,4
S27-0843,AN04PLE005,"4.5"" PLECTRANTHUS VARIEGATA",straight,Plectranthus,,"4.5""",,30,32.3,10,1,1,,1,1,,,4
S27-0873,AN04SAN001,"4.5"" SANVITALIA TSAVO COMPACT YELLOW",straight,Sanvitalia,,"4.5""",,30,32.22,10,1,1,,1,1,,,4
S27-0923,AN04SUP005,"4.5"" SUPERCAL PREMIUM BORDEAUX",straight,Supercal,,"4.5""",,30,32.33,10,1,1,,1,1,,,4
S27-0924,AN04SUP006,"4.5"" SUPERCAL PREMIUM CORAL START",straight,Supercal,,"4.5""",,30,32,10,1,1,,1,1,,,4
S27-0925,AN04SUP001,"4.5"" SUPERCAL PREMIUM PEARL WHITE",straight,Supercal,,"4.5""",,30,32.39,10,1,1,,1,1,,,4
S27-0929,AN04SUP008,"4.5"" SUPERCAL PREMIUM YELLOW SUN",straight,Supercal,,"4.5""",,30,32.27,10,1,1,,1,1,,,4
S27-0949,,"4.5"" VERBENA BEATS WHITE",straight,Verbena,color_annuals,"4.5""",,30,,10,1,1,1,1,,,,4
S27-0984,,1801L LANDSCAPE VIOLA SORBET XP LEMON JUMP UP,straight,Viola,,flat,,30,11.84,1,1,1,,1,1,,,4
S27-0860,AN08BPR001,"BOWL 8"" PRIMULA DANOVA MIX",straight,Primula,,planter,,25,10.06,1,1,1,,1,1,,,4
S27-0861,AN08BPR002,"BOWL 8"" PRIMULA TOUCH ME MIDI MIX",straight,Primula,,planter,,25,10,1,1,1,,1,1,,,4
S27-0989,,1801L LANDSCAPE VIOLA SORBET XP ORANGE JUMP UP,straight,Viola,,flat,,25,11.83,1,1,1,,1,1,,,4
S27-0991,,1801L LANDSCAPE VIOLA SORBET XP PINK HALO,straight,Viola,,flat,,22,11.84,1,1,1,,1,1,,,4
S27-0003,AN04AJU001,"4.5"" AJUGA BLACK SCALLOP",straight,Ajuga,,"4.5""",,20,31.56,10,1,1,,1,1,,,4
S27-0034,,"4.5"" ARGYRANTHEMUM LOLLIES BERRY GUMMY",straight,Argyranthemum,,"4.5""",,20,32.08,10,1,1,,1,1,,,4
S27-0035,AN04ARG002,"4.5"" ARGYRANTHEMUM LOLLIES BUTTERMINT",straight,Argyranthemum,,"4.5""",,20,32.17,10,1,1,,1,1,,,4
S27-0037,AN04ARG004,"4.5"" ARGYRANTHEMUM LOLLIES PINK PEZ",straight,Argyranthemum,,"4.5""",,20,32.13,10,1,1,,1,1,,,4
S27-0168,AN04CLD008,"4.5"" CALADIUM CANDYLAND",straight,Caladium,,"4.5""",,20,35.2,10,1,1,,1,1,,,4
S27-0170,AN04CLD002,"4.5"" CALADIUM CAROUSEL",straight,Caladium,,"4.5""",,20,35.2,10,1,1,,1,1,,,4
S27-0173,AN04CLD007,"4.5"" CALADIUM FRECKLES",straight,Caladium,,"4.5""",,20,31.53,10,1,1,,1,1,,,4
S27-0175,AN04CLD005,"4.5"" CALADIUM GINGERLAND",straight,Caladium,,"4.5""",,20,35.2,10,1,1,,1,1,,,4
S27-0176,AN04CLD004,"4.5"" CALADIUM MISS MUFFET",straight,Caladium,,"4.5""",,20,35.2,10,1,1,,1,1,,,4
S27-0178,AN04CLD006,"4.5"" CALADIUM SANGRIA",straight,Caladium,,"4.5""",,20,35.2,10,1,1,,1,1,,,4
S27-0179,AN04CLD001,"4.5"" CALADIUM SUNSET PINK",straight,Caladium,,"4.5""",,20,35.2,10,1,1,,1,1,,,4
S27-0180,AN04CLD003,"4.5"" CALADIUM WATER'S EDGE",straight,Caladium,,"4.5""",,20,35.2,10,1,1,,1,1,,,4
S27-0186,,"4.5"" CALIBRACHOA BUMBLE BEE ORANGE",straight,Calibrachoa,color_annuals,"4.5""",,20,,10,1,1,1,1,,,,4
S27-0187,,"4.5"" CALIBRACHOA BUMBLE BEE PINK",straight,Calibrachoa,color_annuals,"4.5""",,20,,10,1,1,1,1,,,,4
S27-0196,,"4.5"" CALIBRACHOA CABARET GOODNIGHT KISS",straight,Calibrachoa,color_annuals,"4.5""",,20,,10,1,1,1,1,,,,4
S27-0252,,"4.5"" CALIBRACHOA MINIFAMOUS UNO PINK",straight,Calibrachoa,color_annuals,"4.5""",,20,,10,1,1,1,1,,,,4
S27-0255,,"4.5"" CALIBRACHOA MINIFAMOUS UNO RED",straight,Calibrachoa,color_annuals,"4.5""",,20,,10,1,1,1,1,,,,4
S27-0256,,"4.5"" CALIBRACHOA MINIFAMOUS UNO WHITE",straight,Calibrachoa,color_annuals,"4.5""",,20,,10,1,1,1,1,,,,4
S27-0334,,"4.5"" COLEUS MICROBLAZE SPITFIRE",straight,Coleus,color_annuals,"4.5""",,20,,10,1,1,1,1,,,,4
S27-0443,AN04EUC002,"4.5"" EUCALYPTUS LEMON BUSH",straight,Eucalyptus,,"4.5""",,20,32.25,10,1,1,,1,1,,,4
S27-0444,AN04EUC003,"4.5"" EUCALYPTUS SILVER DOLLAR",straight,Eucalyptus,,"4.5""",,20,32.3,10,1,1,,1,1,,,4
S27-0445,AN04EUC004,"4.5"" EUCALYPTUS STYX",straight,Eucalyptus,,"4.5""",,20,32.2,10,1,1,,1,1,,,4
S27-0555,AN04HEL004,"4.5"" HELICHRYSUM SILVER THREADS",straight,Helichrysum,,"4.5""",,20,32.97,10,1,1,,1,1,,,4
S27-0556,AN04HEL005,"4.5"" HELICHRYSUM SILVER YARNS",straight,Helichrysum,,"4.5""",,20,32.27,10,1,1,,1,1,,,4
S27-0922,AN04SUP004,"4.5"" SUPERCAL BLUE EYED ROSE",straight,Supercal,,"4.5""",,20,31.8,10,1,1,,1,1,,,4
S27-0926,AN04SUP002,"4.5"" SUPERCAL PREMIUM PINK MIST",straight,Supercal,,"4.5""",,20,32.05,10,1,1,,1,1,,,4
S27-0936,AN04TRA001,"4.5"" TRADESCANTIA RAINBOW",straight,Tradescantia,,"4.5""",,20,32.26,10,1,1,,1,1,,,4
S27-0938,AN04TRA002,"4.5"" TRADESCANTIA WHITE",straight,Tradescantia,,"4.5""",,20,31.99,10,1,1,,1,1,,,4
S27-0939,AN04TRA003,"4.5"" TRADESCANTIA YELLOW",straight,Tradescantia,,"4.5""",,20,32.96,10,1,1,,1,1,,,4
S27-0941,AN04TRA004,"4.5"" TRADESCANTIA ZEBRINA GOLD",straight,Tradescantia,,"4.5""",,20,31.95,10,1,1,,1,1,,,4
S27-0942,AN04TRA005,"4.5"" TRADESCANTIA ZEBRINA PURPLE",straight,Tradescantia,,"4.5""",,20,32.55,10,1,1,,1,1,,,4
S27-0013,AN180ALY001,1801S RETAIL ALYSSUM CLEAR CRYSTALS LAVENDER SHADES,straight,Alyssum,color_annuals,,,16,11.72,1,1,1,,1,,1,,4
S27-0015,AN180ALY003,1801S RETAIL ALYSSUM CLEAR CRYSTALS WHITE,straight,Alyssum,color_annuals,,,16,11.7,1,1,1,,1,,1,,4
S27-0993,,1801S LANDSCAPE VIOLA SORBET XP PURPLE FACE,straight,Viola,,flat,,15,11.82,1,1,1,,1,1,,,4
S27-0995,,1801S LANDSCAPE VIOLA SORBET XP WHITE,straight,Viola,,flat,,15,11.79,1,1,1,,1,1,,,4
S27-0997,,1801L LANDSCAPE VIOLA SORBET XP YELLOW BEACON,straight,Viola,,flat,,15,11.98,1,1,1,,1,1,,,4
S27-0005,AN04AJU003,"4.5"" AJUGA PARROT PARADISE",straight,Ajuga,,"4.5""",,10,31.88,10,1,1,,1,1,,,4
S27-0006,AN04AJU004,"4.5"" AJUGA PETITE PARAKEET",straight,Ajuga,,"4.5""",,10,31.88,10,1,1,,1,1,,,4
S27-0007,AN04AJU008,"4.5"" AJUGA TROPICAL TOUCAN",straight,Ajuga,,"4.5""",,10,31.95,10,1,1,,1,1,,,4
S27-0008,AN04AJU005,"4.5"" AJUGA PRINCESS ELSA",straight,Ajuga,,"4.5""",,10,31.61,10,1,1,,1,1,,,4
S27-0009,AN04AJU006,"4.5"" AJUGA PRINCESS LEIA",straight,Ajuga,,"4.5""",,10,31.88,10,1,1,,1,1,,,4
S27-0010,AN04AJU007,"4.5"" AJUGA PRINCESS NADIA",straight,Ajuga,,"4.5""",,10,32.52,10,1,1,,1,1,,,4
S27-0038,AN04ARG005,"4.5"" ARGYRANTHEMUM LOLLIES WHITE CHOCOLATE",straight,Argyranthemum,,"4.5""",,10,31.68,10,1,1,,1,1,,,4
S27-0981,,1801L LANDSCAPE VIOLA SORBET XP DENIM JUMP UP,straight,Viola,,flat,,10,12.15,1,1,1,,1,1,,,4
S27-0136,,FIBER LG. BEGONIA REIGER YELLOW,combo,Begonia,combos,,,1247,29.72,1,1,,,1,,1,,3
S27-0716,AN06LPAN001,"POT 6"" LANDSCAPE PANSY CLEAR COLORS MIX",straight,Pansy,color_annuals,"6.5""",,1150,3.38,1,1,1,,1,,,,3
S27-0530,,"HB 10"" GERANIUM DARK RED",combo,Geranium,combos,hb,,1133,,1,1,,1,1,,,,3
S27-0124,,FIBER LG. BEGONIA REIGER ORANGE,combo,Begonia,combos,,,986,29.4,1,1,,,1,,1,,3
S27-0140,,FIBER LG. BEGONIA REIGER PINK,combo,Begonia,combos,,,954,28.57,1,1,,,1,,1,,3
S27-0137,AN08FCOM005,"POT 8"" REIGER YELLOW",combo,Begonia,combos,,,670,17.96,1,1,,,1,,1,,3
S27-0125,AN08FCOM001,"POT 8"" REIGER ORANGE",combo,Begonia,combos,,,650,17.9,1,1,,,1,,1,,3
S27-0141,AN08FCOM002,"POT 8"" REIGER PINK",combo,Begonia,combos,,,615,18.02,1,1,,,1,,1,,3
S27-0542,AN04GER015,"4.5"" GERANIUM SOLERA RED",straight,Geranium,color_annuals,"4.5""",,610,31.27,10,1,1,,1,,,,3
S27-0460,AN10HBFUC002,"HB 10"" FUCHSIA DOLLAR PRINCESS",straight,Fuchsia,color_annuals,hb,,602,21.81,1,1,1,,1,,,,3
S27-0480,AN04GER005,"4.5"" GERANIUM CALLIOPE MEDIUM DARK RED DL",straight,Geranium,color_annuals,"4.5""",,600,32.64,10,1,1,,1,,,,3
S27-1001,AN08COM029,"8"" ZINNIAS ELEGANT HOT MIXTURE",straight,Zinnia,color_annuals,hb,,600,7.65,1,1,1,,1,,,,3
S27-0135,,"HB 10"" REIGER YELLOW",combo,Begonia,combos,hb,,598,,1,1,,1,1,,,,3
S27-0123,,"HB 10"" REIGER ORANGE",combo,Begonia,combos,hb,,575,,1,1,,1,1,,,,3
S27-0148,,FIBER LG. BEGONIA REIGER RED,combo,Begonia,combos,,,557,30.88,1,1,,,1,,1,,3
S27-0527,,"HB 10"" GERANIUM DARK PINK",combo,Geranium,combos,hb,,465,,1,1,,1,1,,,,3
S27-0139,,"HB 10"" REIGER PINK",combo,Begonia,combos,hb,,456,,1,1,,1,1,,,,3
S27-0246,AN11DCOM003,"POT 11"" FANCY BOY FUNDRAISER BERRY BASKET",combo,Calibrachoa,combos,,,444,29.49,1,1,,,1,,1,,3
S27-0061,AN04BEG010,"4.5"" BEGONIA BIG GREEN LEAF RED",straight,Begonia,color_annuals,"4.5""",,432,32.04,10,1,1,,1,,,,3
S27-0152,AN10HBBEG025,"HB 10"" VIKING BEGONIA RED ON GREEN (4PPP)",straight,Begonia,color_annuals,hb,,426,18.76,1,1,1,,1,,,,3
S27-0591,,"4.5"" LANTANA BANDANA CHERRY SUNRISE",straight,Lantana,color_annuals,"4.5""",,420,33.03,10,1,1,,1,,,,3
S27-0600,AN04LAN007,"4.5"" LANTANA HOT BLOODED RED",straight,Lantana,color_annuals,"4.5""",,420,32.45,10,1,1,,1,,,,3
S27-0054,AN04BEG007,"4.5"" BEGONIA BIG BRONZE LEAF RED",straight,Begonia,color_annuals,"4.5""",,416,29.07,10,1,1,,1,,,,3
S27-0516,AN04GER017,"4.5"" GERANIUM FANTASIA VIOLET",straight,Geranium,color_annuals,"4.5""",,400,31.5,10,1,1,,1,,,,3
S27-0607,AN04LAN012,"4.5"" LANTANA SHAMROCK ORANGE FLAME",straight,Lantana,color_annuals,"4.5""",,400,31.76,10,1,1,,1,,,,3
S27-0611,AN04LAN014,"4.5"" LANTANA SHAMROCK RED",straight,Lantana,color_annuals,"4.5""",,400,31.65,10,1,1,,1,,,,3
S27-0729,AN06LPAN003,"POT 6"" LANDSCAPE PANSY TRI COLOR MIX",straight,Pansy,color_annuals,"6.5""",,400,3.38,1,1,1,,1,,,,3
S27-0147,,"HB 10"" REIGER RED",combo,Begonia,combos,hb,,381,,1,1,,1,1,,,,3
S27-0459,AN10HBFUC001,"HB 10"" FUCHSIA BLUE EYES",straight,Fuchsia,color_annuals,hb,,375,16.83,1,1,1,,1,,,,3
S27-0461,AN10HBFUC003,"HB 10"" FUCHSIA MARINKA",straight,Fuchsia,color_annuals,hb,,373,16.74,1,1,1,,1,,,,3
S27-0515,AN04GER012,"4.5"" GERANIUM FANTASIA SHOCKING PINK",straight,Geranium,color_annuals,"4.5""",,360,30.87,10,1,1,,1,,,,3
S27-0149,AN08FCOM003,"POT 8"" REIGER RED",combo,Begonia,combos,,,350,18.74,1,1,,,1,,1,,3
S27-0439,AN04DRA001,"4.5"" DRACAENA INDIVISA SPIKES",straight,Dracaena,color_annuals,"4.5""",,350,32.4,10,1,1,,1,,,,3
S27-0465,AN10HBFUC004,"HB 10"" FUCHSIA WHITE EYES",straight,Fuchsia,color_annuals,hb,,349,16.82,1,1,1,,1,,,,3
S27-0615,AN04LAN016,"4.5"" LANTANA SHAMROCK ROSE GOLD",straight,Lantana,color_annuals,"4.5""",,340,32.02,10,1,1,,1,,,,3
S27-0532,,"HB 10"" GERANIUM MAGENTA",combo,Geranium,combos,hb,,325,,1,1,,1,1,,,,3
S27-0512,AN04GER009,"4.5"" GERANIUM FANTASIA APPLE BLOSSOM",straight,Geranium,color_annuals,"4.5""",,310,31.22,10,1,1,,1,,,,3
S27-0831,,"4.5"" PETUNIA STARLET VELVET",straight,Petunia,color_annuals,"4.5""",,310,31.71,10,1,1,,1,,,,3
S27-0058,,"8"" GARDENS OF OLIVE BRANCH",straight,Begonia,color_annuals,"8.5""",,300,7.47,1,1,1,,1,,,,3
S27-0062,,"8"" GARDENS OF OLIVE BRANCH",straight,Begonia,color_annuals,"8.5""",,300,7.47,1,1,1,,1,,,,3
S27-0069,,"8"" GARDENS OF OLIVE BRANCH",straight,Begonia,color_annuals,"8.5""",,300,7.47,1,1,1,,1,,,,3
S27-0613,AN04LAN015,"4.5"" LANTANA SHAMROCK ROSE",straight,Lantana,color_annuals,"4.5""",,300,31.76,10,1,1,,1,,,,3
S27-0693,AN04OST007,"4.5"" OSTEOSPERMUM FLOWER POWER PETITE LIGHT PINK EYE",straight,Osteospermum,color_annuals,"4.5""",,300,32.24,10,1,1,,1,,,,3
S27-0694,AN04OST005,"4.5"" OSTEOSPERMUM FLOWER POWER PETITE PURPLE",straight,Osteospermum,color_annuals,"4.5""",,300,32.01,10,1,1,,1,,,,3
S27-0695,AN04OST006,"4.5"" OSTEOSPERMUM FLOWER POWER PETITE WHITE",straight,Osteospermum,color_annuals,"4.5""",,300,32.22,10,1,1,,1,,,,3
S27-0696,AN04OST009,"4.5"" OSTEOSPERMUM SPIDER PURPLE",straight,Osteospermum,color_annuals,"4.5""",,300,32.47,10,1,1,,1,,,,3
S27-0807,AN10HBWPT004,"HB 10"" EASY WAVE PETUNIA PINK COSMO",combo,Petunia,combos,hb,,300,10.3,1,1,,,1,,,1,3
S27-0601,AN10HBCOM009,"HB 10"" BUZZ BASKETS MONARCH MEDLEY",combo,Lantana,combos,hb,,297,17.92,1,1,,,1,,,1,3
S27-0428,,"8"" DAHLIA VENTI ROYAL PURPLE",straight,Dahlia,color_annuals,hb,,290,7.62,1,1,1,,1,,,,3
S27-0517,AN04GER014,"4.5"" GERANIUM FANTASIA WHITE",straight,Geranium,color_annuals,"4.5""",,290,31.81,10,1,1,,1,,,,3
S27-0131,,"HB 10"" REIGER WHITE",combo,Begonia,combos,hb,,276,,1,1,,1,1,,,,3
S27-0132,AN11FCOM004,FIBER LG. BEGONIA REIGER WHITE,combo,Begonia,combos,,,275,28.84,1,1,,,1,,1,,3
S27-0618,AN04LAN018,"4.5"" LANTANA SHAMROCK YELLOW",straight,Lantana,color_annuals,"4.5""",,260,31.91,10,1,1,,1,,,,3
S27-0286,,"8"" GARDENS OF OLIVE BRANCH",straight,Celosia,color_annuals,"8.5""",,250,7.47,1,1,1,,1,,,,3
S27-0513,AN04GER010,"4.5"" GERANIUM FANTASIA ORANGE",straight,Geranium,color_annuals,"4.5""",,250,31.7,10,1,1,,1,,,,3
S27-0514,AN04GER011,"4.5"" GERANIUM FANTASIA SALMON",straight,Geranium,color_annuals,"4.5""",,250,32.36,10,1,1,,1,,,,3
S27-0563,AN04IPO002,"4.5"" IPOMOEA SWEET GEORGIA BLACK MAPLE",straight,Ipomoea,color_annuals,"4.5""",,250,31.16,10,1,1,,1,,,,3
S27-0133,AN08FCOM004,"POT 8"" REIGER WHITE",combo,Begonia,combos,,,245,18.79,1,1,,,1,,1,,3
S27-0422,AN08COM025,"8"" DAHLIA VENTI MAGENTA+WHITE EYE",straight,Dahlia,color_annuals,hb,,240,6.62,1,1,1,,1,,,,3
S27-0568,,"4.5"" IPOMOEA SWEET GEORGIA GREEN LT. HRT",straight,Ipomoea,color_annuals,"4.5""",,240,32.32,10,1,1,,1,,,,3
S27-0844,AN10HBPOR001,"HB 10"" PORTULACA CLASSIC MIX",combo,Portulaca,combos,hb,,232,16.63,1,1,,,1,,,1,3
S27-0227,,"POT 11"" FANCY BOY 'LIBERTY BELL'",combo,Calibrachoa,combos,,,220,24.17,1,1,,,1,,1,,3
S27-0487,AN04GER006,"4.5"" GERANIUM CALLIOPE MEDIUM HOT ROSE",straight,Geranium,color_annuals,"4.5""",,220,32.75,10,1,1,,1,,,,3
S27-0492,AN04GER007,"4.5"" GERANIUM CALLIOPE MEDIUM PINK FLAME",straight,Geranium,color_annuals,"4.5""",,220,32.37,10,1,1,,1,,,,3
S27-0496,AN04GER008,"4.5"" GERANIUM CALLIOPE MEDIUM WHITE SPLASH",straight,Geranium,color_annuals,"4.5""",,220,31.73,10,1,1,,1,,,,3
S27-0081,AN10HBBEG004,"HB 10"" BEGONIA GROOVY RED",straight,Begonia,color_annuals,hb,,217,16.7,1,1,1,,1,,,,3
S27-0421,AN08COM024,"8"" DAHLIA VENTI GOLDEN YELLOW",straight,Dahlia,color_annuals,hb,,210,7.64,1,1,1,,1,,,,3
S27-0423,AN08COM026,"8"" DAHLIA VENTI MANGO",straight,Dahlia,color_annuals,hb,,210,7.59,1,1,1,,1,,,,3
S27-0029,AN04ANG011,"4.5"" ANGELONIA ARCHANGEL WHITE",straight,Angelonia,color_annuals,"4.5""",,200,31.73,10,1,1,,1,,,,3
S27-0258,AN11DCOM003,"POT 11"" FANCY BOY FUNDRAISER BERRY BASKET",combo,Calibrachoa,combos,,,200,29.49,1,1,,,1,,1,,3
S27-0686,,"4.5"" OSTEOSPERMUM 4D PINK",straight,Osteospermum,color_annuals,"4.5""",,200,32.03,10,1,1,,1,,,,3
S27-0687,AN04OST002,"4.5"" OSTEOSPERMUM 4D PINK LEMONADE",straight,Osteospermum,color_annuals,"4.5""",,200,32.22,10,1,1,,1,,,,3
S27-0689,AN04OST003,"4.5"" OSTEOSPERMUM 4D SUNBURST",straight,Osteospermum,color_annuals,"4.5""",,200,32.2,10,1,1,,1,,,,3
S27-0691,AN04OST004,"4.5"" OSTEOSPERMUM 4D VIOLET ICE",straight,Osteospermum,color_annuals,"4.5""",,200,32.32,10,1,1,,1,,,,3
S27-0697,AN04OST010,"4.5"" OSTEOSPERMUM ZION BLUE DENIM",straight,Osteospermum,color_annuals,"4.5""",,200,32.22,10,1,1,,1,,,,3
S27-0700,AN04OST011,"4.5"" OSTEOSPERMUM ZION MORNING SUN",straight,Osteospermum,color_annuals,"4.5""",,200,31.1,10,1,1,,1,,,,3
S27-0408,AN06DAH006,"6.5"" DAHLIA PINK LACE",straight,Dahlia,color_annuals,"6.5""",,192,33.81,6,1,1,,1,,,,3
S27-0429,AN08COM028,"8"" DAHLIA VENTI TEQUILA SUNRISE",straight,Dahlia,color_annuals,hb,,190,7.62,1,1,1,,1,,,,3
S27-0869,AN04SAL004,"4.5"" SALVIA MYSTICAL BLUE",straight,Salvia,color_annuals,"4.5""",,190,32.02,10,1,1,,1,,,,3
S27-0592,AN04LAN002,"4.5"" LANTANA BANDANA MANGO",straight,Lantana,color_annuals,"4.5""",,180,31.87,10,1,1,,1,,,,3
S27-0083,AN10HBBEG005,"HB 10"" BEGONIA GROOVY ROSE",straight,Begonia,color_annuals,hb,,178,16.12,1,1,1,,1,,,,3
S27-0612,AN10HBLAN003,"HB 10"" LANTANA COMBO KETCHUP & MUSTARD",combo,Lantana,combos,hb,,170,16.69,1,1,,,1,,,1,3
S27-0086,AN10HBBEG007,"HB 10"" BEGONIA GROOVY YELLOW",straight,Begonia,color_annuals,hb,,169,13.39,1,1,1,,1,,,,3
S27-0052,AN04BEG005,"4.5"" BEGONIA BIG BRONZE LEAF DEEP ROSE",straight,Begonia,color_annuals,"4.5""",,160,31.88,10,1,1,,1,,,,3
S27-0053,AN04BEG006,"4.5"" BEGONIA BIG BRONZE LEAF PINK",straight,Begonia,color_annuals,"4.5""",,160,32.32,10,1,1,,1,,,,3
S27-0283,AN06CEL001,"6.5"" CELOSIA FLAMMA bright red",straight,Celosia,color_annuals,"6.5""",,160,33.82,6,1,1,,1,,,,3
S27-0284,AN06CEL002,"6.5"" CELOSIA FLAMMA orange",straight,Celosia,color_annuals,"6.5""",,160,32.25,6,1,1,,1,,,,3
S27-0285,AN06CEL003,"6.5"" CELOSIA FLAMMA pink",straight,Celosia,color_annuals,"6.5""",,160,33.81,6,1,1,,1,,,,3
S27-0529,,"POT 10"" PATRIOTIC PELARGONIUMS",combo,Geranium,combos,planter,,160,,1,1,,1,1,,,,3
