sku,legacy_sku,name,kind,genus,category,size,tier,planned,price,pack,needs_image,needs_culture,needs_price,needs_tier,needs_category,needs_size,mixed_combo_review,gap_count
S27-0021,AN04ANG005,"4.5"" ANGELONIA ARCHANGEL BLUE BICOLOR",straight,Angelonia,color_annuals,"4.5""",,150,31.91,10,1,1,,1,,,,3
S27-0022,AN04ANG012,"4.5"" ANGELONIA ARCHANGEL CHERRY RED 26",straight,Angelonia,color_annuals,"4.5""",,150,31.76,10,1,1,,1,,,,3
S27-0026,AN04ANG014,"4.5"" ANGELONIA ARCHANGEL PURPLE",straight,Angelonia,color_annuals,"4.5""",,150,31.95,10,1,1,,1,,,,3
S27-0808,AN10HBWPT005,"HB 10"" EASY WAVE PETUNIA ROSE MORN",straight,Petunia,color_annuals,hb,,150,11.05,1,1,1,,1,,,,3
S27-0809,AN10HBWPT006,"HB 10"" EASY WAVE PETUNIA SKY BLUE",straight,Petunia,color_annuals,hb,,150,10.25,1,1,1,,1,,,,3
S27-0057,AN04BEG009,"4.5"" BEGONIA BIG GREEN LEAF PINK",straight,Begonia,color_annuals,"4.5""",,144,31.77,10,1,1,,1,,,,3
S27-0065,AN04BEG011,"4.5"" BEGONIA BIG GREEN LEAF ROSE",straight,Begonia,color_annuals,"4.5""",,144,31.64,10,1,1,,1,,,,3
S27-0116,AN10HBBEG017,"HB 10"" BEGONIA NONSTOP JOY ORANGE",straight,Begonia,color_annuals,hb,,144,15.67,1,1,1,,1,,,,3
S27-0631,AN06MAR001,"6.5"" MARIGOLD INCA II ORANGE DEEP",straight,Marigold,color_annuals,"6.5""",,144,33.74,6,1,1,,1,,,,3
S27-0632,AN06MAR002,"6.5"" MARIGOLD INCA II YELLOW",straight,Marigold,color_annuals,"6.5""",,144,32.8,6,1,1,,1,,,,3
S27-0027,AN04ANG009,"4.5"" ANGELONIA ARCHANGEL RASPBERRY",straight,Angelonia,color_annuals,"4.5""",,140,30.66,10,1,1,,1,,,,3
S27-0594,AN04LAN004,"4.5"" LANTANA BANDANA YELLOW",straight,Lantana,color_annuals,"4.5""",,140,32,10,1,1,,1,,,,3
S27-0603,AN10HBLAN004,"HB 10"" LANTANA PASSIONFRUIT",straight,Lantana,color_annuals,hb,,139,16.62,1,1,1,,1,,,,3
S27-0079,,"HB 10"" BEGONIA GROOVY ORANGE",straight,Begonia,color_annuals,hb,,136,17,1,1,1,,1,,,,3
S27-0473,AN10HBGER002,"HB 10"" GERANIUM CALDERA LAVENDER GLOW",straight,Geranium,color_annuals,hb,,135,16.62,1,1,1,,1,,,,3
S27-0608,AN10HBLAN005,"HB 10"" LANTANA SHAMROCK ORANGE FLAME",straight,Lantana,color_annuals,hb,,134,16.75,1,1,1,,1,,,,3
S27-0472,AN10HBGER001,"HB 10"" GERANIUM CALDERA HOT PINK (NEW)",straight,Geranium,color_annuals,hb,,133,17.22,1,1,1,,1,,,,3
S27-0709,AN10HBPAN003,"HB 10"" PANSY COOL WAVE PASTEL MIX",straight,Pansy,color_annuals,hb,,133,11.34,1,1,1,,1,,,,3
S27-0091,AN10HBBEG014,"HB 10"" BEGONIA ICANDY SUNSET",straight,Begonia,color_annuals,hb,,131,18.16,1,1,1,,1,,,,3
S27-0120,AN10HBBEG019,"HB 10"" BEGONIA NONSTOP JOY YELLOW",straight,Begonia,color_annuals,hb,,130,16.6,1,1,1,,1,,,,3
S27-0617,AN04LAN017,"4.5"" LANTANA SHAMROCK WHITE",straight,Lantana,color_annuals,"4.5""",,130,31.94,10,1,1,,1,,,,3
S27-0661,AN10HBNGI001,"HB 10"" NEW GUINEA CLEAR PINK",straight,New Guinea Impatiens,color_annuals,hb,,128,16.47,1,1,1,,1,,,,3
S27-0616,AN10HBLAN007,"HB 10"" LANTANA SHAMROCK ROSE GOLD",straight,Lantana,color_annuals,hb,,127,16.68,1,1,1,,1,,,,3
S27-0667,AN10HBNGI006,"HB 10"" NEW GUINEA MAGNUM XL SALMON",straight,New Guinea Impatiens,color_annuals,hb,,127,16.65,1,1,1,,1,,,,3
S27-0595,AN10HBLAN001,"HB 10"" LANTANA BANDANA YELLOW",straight,Lantana,color_annuals,hb,,123,16.67,1,1,1,,1,,,,3
S27-0024,,"4.5"" ANGELONIA ARCHANGEL LIGHT PINK",straight,Angelonia,color_annuals,"4.5""",,120,31.73,10,1,1,,1,,,,3
S27-0068,AN11FCOM019,FIBER LG. SUMMER COMBO WALL STREET,combo,Begonia,combos,,,120,33.54,1,1,,,1,,1,,3
S27-0544,AN10HBGERTORFU,"HB 10"" GERANIUM TORNADO FUCHSIA",straight,Geranium,color_annuals,hb,,120,18.62,1,1,1,,1,,,,3
S27-0545,AN10HBGERTORLI,"HB 10"" GERANIUM TORNADO LILAC",straight,Geranium,color_annuals,hb,,120,19.06,1,1,1,,1,,,,3
S27-0606,AN04LAN011,"4.5"" LANTANA SHAMROCK LEMON GLOW",straight,Lantana,color_annuals,"4.5""",,120,31.95,10,1,1,,1,,,,3
S27-0662,AN10HBNGI002,"HB 10"" NEW GUINEA LAVENDER SPLASH",straight,New Guinea Impatiens,color_annuals,hb,,120,16.61,1,1,1,,1,,,,3
S27-0664,AN10HBNGI007,"HB 10"" NEW GUINEA VIOLET STAR",straight,New Guinea Impatiens,color_annuals,hb,,118,16.33,1,1,1,,1,,,,3
S27-0666,AN10HBNGI005,"HB 10"" NEW GUINEA MAGNUM XL ORANGE",straight,New Guinea Impatiens,color_annuals,hb,,117,16.52,1,1,1,,1,,,,3
S27-0846,AN10HBPOR001,"HB 10"" PORTULACA CLASSIC MIX",straight,Portulaca,color_annuals,hb,,116,16.63,1,1,1,,1,,,,3
S27-0718,,1801L LANDSCAPE PANSY DELTA PRO CLEAR YELLOW,straight,Pansy,color_annuals,flat,,115,11.71,1,1,1,,1,,,,3
S27-0056,AN04BEG008,"4.5"" BEGONIA BIG BRONZE LEAF WHITE",straight,Begonia,color_annuals,"4.5""",,112,30.05,10,1,1,,1,,,,3
S27-0401,AN04DAH002,"4.5"" DAHLIA ORANGE",straight,Dahlia,color_annuals,"4.5""",,110,31.08,10,1,1,,1,,,,3
S27-0569,AN04IPO005,"4.5"" IPOMOEA SWEET GEORGIA GREEN SPLASH",straight,Ipomoea,color_annuals,"4.5""",,110,31.86,10,1,1,,1,,,,3
S27-0816,AN04PET040,"4.5"" PETUNIA HEADLINER NIGHT SKY",straight,Petunia,color_annuals,"4.5""",,110,31.98,10,1,1,,1,,,,3
S27-1003,AN11DCOM020,"POT 11"" PLAYLIST CHERRY LIME SPLASH",combo,Zinnia,combos,,,108,24.05,1,1,,,1,,1,,3
S27-1005,AN11DCOM023,"POT 11"" PLAYLIST LADY MARMALADE",combo,Zinnia,combos,,,108,24.09,1,1,,,1,,1,,3
S27-1006,AN11DCOM024,"POT 11"" PLAYLIST WATERMELON SUGAR",combo,Zinnia,combos,,,108,24.18,1,1,,,1,,1,,3
S27-1008,AN11DCOM021,"POT 11"" PLAYLIST FIESTA FUSION MIX",combo,Zinnia,combos,,,108,24.13,1,1,,,1,,1,,3
S27-0289,AN11DCOM019,"POT 11"" FANCY BOY MONARCH MAGIC",combo,Coleus,combos,,,104,24.09,1,1,,,1,,1,,3
S27-0023,AN04ANG013,"4.5"" ANGELONIA ARCHANGEL FUCHSIA",straight,Angelonia,color_annuals,"4.5""",,100,27.78,10,1,1,,1,,,,3
S27-0223,AN11DCOM030,"POT 11"" FANCY BOY 'STARLIGHT STARBRIGHT'",combo,Calibrachoa,combos,,,100,23.08,1,1,,,1,,1,,3
S27-0233,AN11DCOM029,"POT 11"" FANCY BOY 'SKY'S THE LIMIT",combo,Calibrachoa,combos,,,100,24.06,1,1,,,1,,1,,3
S27-0243,AN11DCOM005,"POT 11"" FANCY BOY 'CHERRY KISS'",combo,Calibrachoa,combos,,,100,24.24,1,1,,,1,,1,,3
S27-0263,AN11DCOM017,"POT 11"" FANCY BOY 'KNEW ORLEANS'",combo,Calibrachoa,combos,,,100,24.39,1,1,,,1,,1,,3
S27-0316,AN04COL023,"4.5"" COLEUS MAIN STREET BEALE STREET",straight,Coleus,color_annuals,"4.5""",,100,32.12,10,1,1,,1,,,,3
S27-0402,AN04DAH006,"4.5"" DAHLIA RED",straight,Dahlia,color_annuals,"4.5""",,100,31.01,10,1,1,,1,,,,3
S27-0420,AN08COM019,"8"" DAHLIA VENTI FIREBURST",straight,Dahlia,color_annuals,hb,,100,7.51,1,1,1,,1,,,,3
S27-0597,AN04LAN006,"4.5"" LANTANA BANDITO ORANGE SUNRISE",straight,Lantana,color_annuals,"4.5""",,100,31.5,10,1,1,,1,,,,3
S27-0602,AN04LAN008,"4.5"" LANTANA PASSIONFRUIT",straight,Lantana,color_annuals,"4.5""",,100,31.73,10,1,1,,1,,,,3
S27-0609,AN04LAN008,"4.5"" LANTANA PASSIONFRUIT",straight,Lantana,color_annuals,"4.5""",,100,31.73,10,1,1,,1,,,,3
S27-0731,,1801L LANDSCAPE PANSY DELTA CLEAR TRUE BLUE,straight,Pansy,color_annuals,flat,,100,11.66,1,1,1,,1,,,,3
S27-0770,,"8"" BLOOM BUDDIES CHECKERED FLAG #2",combo,Petunia,combos,hb,,100,,1,1,,1,1,,,,3
S27-0868,AN04SAL001,"4.5"" SALVIA BLACK AND BLUE",straight,Salvia,color_annuals,"4.5""",,100,32.15,10,1,1,,1,,,,3
S27-0901,AN11FCOM022,FIBER LG. SUNPATIENS COMBO HOT PINK,combo,Sunpatiens,combos,,,100,28.83,1,1,,,1,,1,,3
S27-0905,AN11FCOM023,FIBER LG. SUNPATIENS COMBO LILAC,combo,Sunpatiens,combos,,,100,28.8,1,1,,,1,,1,,3
S27-0908,AN11FCOM024,FIBER LG. SUNPATIENS COMBO ORANGE,combo,Sunpatiens,combos,,,100,28.91,1,1,,,1,,1,,3
S27-0910,AN11FCOM020,FIBER LG. SUNPATIENS COMBO ORCHID BLUSH,combo,Sunpatiens,combos,,,100,28.86,1,1,,,1,,1,,3
S27-0913,AN11FCOM026,FIBER LG. SUNPATIENS COMBO PINK FLASH,combo,Sunpatiens,combos,,,100,28.85,1,1,,,1,,1,,3
S27-0921,AN11FCOM021,FIBER LG. SUNPATIENS COMBO TROPICAL ROSE,combo,Sunpatiens,combos,,,100,28.85,1,1,,,1,,1,,3
S27-0536,AN10HBGER010,"HB 10"" PRECISION GERANIUM PINK",straight,Geranium,color_annuals,hb,,99,16.73,1,1,1,,1,,,,3
S27-0537,AN10HBGER011,"HB 10"" PRECISION GERANIUM RED ICE",straight,Geranium,color_annuals,hb,,98,16.75,1,1,1,,1,,,,3
S27-0030,AN06ALO002,"6.5"" ANGELONIA GUARDIAN ANGEL BERRY SPARKLER",straight,Angelonia,color_annuals,"6.5""",,96,34.54,6,1,1,,1,,,,3
S27-0031,AN06ALO003,"6.5"" ANGELONIA GUARDIAN ANGEL BLUE",straight,Angelonia,color_annuals,"6.5""",,96,33.49,6,1,1,,1,,,,3
S27-0074,AN10HBBEG008,"HB 10"" BEGONIA FLORENCIO ORANGE",straight,Begonia,color_annuals,hb,,96,15.22,1,1,1,,1,,,,3
S27-0076,AN10HBBEG010,"HB 10"" BEGONIA FRAGRANT FALLS PEACH",straight,Begonia,color_annuals,hb,,96,17.98,1,1,1,,1,,,,3
S27-0403,AN06DAH001,"6.5"" DAHLIA DALAYA APRICOT",straight,Dahlia,color_annuals,"6.5""",,96,33.62,6,1,1,,1,,,,3
S27-0405,AN06DAH003,"6.5"" DAHLIA  DALAYA CRANBERRY",straight,Dahlia,color_annuals,"6.5""",,96,33.27,6,1,1,,1,,,,3
S27-0406,AN06DAH004,"6.5"" DAHLIA DALAYA FIREBALL",straight,Dahlia,color_annuals,"6.5""",,96,33.84,6,1,1,,1,,,,3
S27-0407,AN06DAH005,"6.5"" DAHLIA PINK+ROSE",straight,Dahlia,color_annuals,"6.5""",,96,33.6,6,1,1,,1,,,,3
S27-0409,AN06DAH007,"6.5"" DAHLIA PINK+LEMON",straight,Dahlia,color_annuals,"6.5""",,96,33.95,6,1,1,,1,,,,3
S27-0410,AN06DAH008,"6.5"" DAHLIA PURPLE LACE",straight,Dahlia,color_annuals,"6.5""",,96,33.39,6,1,1,,1,,,,3
S27-0412,AN06DAH010,"6.5"" DAHLIA  RASPBERRY",straight,Dahlia,color_annuals,"6.5""",,96,33.51,6,1,1,,1,,,,3
S27-0413,AN06DAH012,"6.5"" DAHLIA DALAYA RED LACE",straight,Dahlia,color_annuals,"6.5""",,96,33.4,6,1,1,,1,,,,3
S27-0415,AN06DAH013,"6.5"" DAHLIA DALAYA VAMPIRE",straight,Dahlia,color_annuals,"6.5""",,96,33.6,6,1,1,,1,,,,3
S27-0416,,"6.5"" DAHLIA DALAYA WHITE",straight,Dahlia,color_annuals,"6.5""",,96,33.39,6,1,1,,1,,,,3
S27-0417,AN06DAH015,"6.5"" DAHLIA DALAYA YELLOW",straight,Dahlia,color_annuals,"6.5""",,96,33.89,6,1,1,,1,,,,3
S27-0418,AN06DAH016,"6.5"" DAHLIA DALAYA YELLOW LACE",straight,Dahlia,color_annuals,"6.5""",,96,33.55,6,1,1,,1,,,,3
S27-0419,,"6.5"" DAHLIA DALAYA YELLOW+RED EYE",straight,Dahlia,color_annuals,"6.5""",,96,33.76,6,1,1,,1,,,,3
S27-0535,AN10HBGER009,"HB 10"" PRECISION GERANIUM LAVENDER BLUE",straight,Geranium,color_annuals,hb,,95,16.5,1,1,1,,1,,,,3
S27-0046,AN10HBBEG001,"HB 10"" BEGONIA ADORA SATIN ROSE",straight,Begonia,color_annuals,hb,,94,16.67,1,1,1,,1,,,,3
S27-0075,AN10HBBEG009,"HB 10"" BEGONIA FRAGRANT FALLS LEMON",straight,Begonia,color_annuals,hb,,93,15.42,1,1,1,,1,,,,3
S27-0089,AN10HBBEG011,"HB 10"" BEGONIA ICANDY CORAL PINK",straight,Begonia,color_annuals,hb,,93,18.17,1,1,1,,1,,,,3
S27-0090,AN10HBBEG013,"HB 10"" BEGONIA ICANDY LEMON YELLOW",straight,Begonia,color_annuals,hb,,93,18.18,1,1,1,,1,,,,3
S27-0707,AN10HBPAN001,"HB 10"" PANSY COOL WAVE BERRIES N CREAM MIX",straight,Pansy,color_annuals,hb,,91,11.1,1,1,1,,1,,,,3
S27-0397,AN04DAH004,"4.5"" DAHLIA PINK",straight,Dahlia,color_annuals,"4.5""",,90,31.63,10,1,1,,1,,,,3
S27-0400,AN04DAH005,"4.5"" DAHLIA PURPLE",straight,Dahlia,color_annuals,"4.5""",,90,31.34,10,1,1,,1,,,,3
S27-0425,,"8"" DAHLIA VENTI PINK+WHITE EYE",straight,Dahlia,color_annuals,hb,,90,8.36,1,1,1,,1,,,,3
S27-0427,AN08COM022,"8"" DAHLIA VENTI RED+WHITE",straight,Dahlia,color_annuals,hb,,90,7.56,1,1,1,,1,,,,3
S27-0880,AN04SCA004,"4.5"" SCAEVOLA SURDIVA BLUE VIOLET",straight,Scaevola,color_annuals,"4.5""",,90,32.79,10,1,1,,1,,,,3
S27-0971,AN04VIN008,"4.5"" VINCA TITAN ICY PINK",straight,Vinca,color_annuals,"4.5""",,90,31.15,10,1,1,,1,,,,3
S27-0973,AN04VIN009,"4.5"" VINCA TITAN POLKA DOT",straight,Vinca,color_annuals,"4.5""",,90,32.37,10,1,1,,1,,,,3
S27-0974,AN04VIN010,"4.5"" VINCA TITAN PUNCH",straight,Vinca,color_annuals,"4.5""",,90,30.03,10,1,1,,1,,,,3
S27-0085,AN10HBBEG006,"HB 10"" BEGONIA GROOVY WHITE",straight,Begonia,color_annuals,hb,,89,16.67,1,1,1,,1,,,,3
S27-0708,AN10HBPAN002,"HB 10"" PANSY COOL WAVE GOLDEN YELLOW",straight,Pansy,color_annuals,hb,,89,10.97,1,1,1,,1,,,,3
S27-0970,AN04VIN006,"4.5"" VINCA TITAN APRICOT",straight,Vinca,color_annuals,"4.5""",,89,32.43,10,1,1,,1,,,,3
S27-0972,AN04VIN005,"4.5"" VINCA TITAN LAVENDER BLUE HALO",straight,Vinca,color_annuals,"4.5""",,89,32.2,10,1,1,,1,,,,3
S27-0113,AN10HBBEG016,"HB 10"" BEGONIA NONSTOP JOY MOCCA ROSE",straight,Begonia,color_annuals,hb,,87,16.68,1,1,1,,1,,,,3
S27-0047,AN10HBBEG002,"HB 10"" BEGONIA ADORA VELVET RED",straight,Begonia,color_annuals,hb,,86,16.66,1,1,1,,1,,,,3
S27-0118,AN10HBBEG018,"HB 10"" NONSTOP JOY RED",straight,Begonia,color_annuals,hb,,86,16.19,1,1,1,,1,,,,3
S27-0153,AN10HBBEG026,"HB 10"" VIKING EXPLORER ROSE ON GREEN  (4PPP)",straight,Begonia,color_annuals,hb,,86,18.32,1,1,1,,1,,,,3
S27-0450,AN10HBBEG012,"HB 10"" BEGONIA ICANDY INFERNO",straight,Fern,perennials,hb,,86,18.16,1,1,1,,1,,,,3
S27-0531,AN11DCOM015,"POT 11"" FANCY BOY GERANIUM ROSEY ROMANCE",combo,Geranium,combos,,,85,24.3,1,1,,,1,,1,,3
S27-0533,AN11DCOM016,"POT 11"" FANCY BOY GERANIUM SUPER SALMON",combo,Geranium,combos,,,85,24.17,1,1,,,1,,1,,3
S27-0127,AN11DCOM025,"POT 11"" FANCY BOY REIGER BEGONIA CAMILLA",combo,Begonia,combos,,,84,23.98,1,1,,,1,,1,,3
S27-0129,AN11DCOM026,"POT 11"" FANCY BOY REIGER BEGONIA CARNEVAL",combo,Begonia,combos,,,84,24.1,1,1,,,1,,1,,3
S27-0142,AN11DCOM027,"POT 11"" FANCY BOY REIGER BEGONIA NICOLE STONE",combo,Begonia,combos,,,84,24.15,1,1,,,1,,1,,3
S27-0145,AN11DCOM028,"POT 11"" FANCY BOY REIGER BEGONIA SANDRINE",combo,Begonia,combos,,,84,24.18,1,1,,,1,,1,,3
S27-0404,AN06DAH002,"6.5"" DAHLIA  DALAYA RED+EYE",straight,Dahlia,color_annuals,"6.5""",,84,33.65,6,1,1,,1,,,,3
S27-0543,AN10HBGERTORDU,"HB 10"" GERANIUM TORNADO DUET BICOLOR",straight,Geranium,color_annuals,hb,,84,18.39,1,1,1,,1,,,,3
S27-0749,,1801L LANDSCAPE PANSY MATRIX DAFFODIL MIX,straight,Pansy,color_annuals,flat,,84,11.67,1,1,1,,1,,,,3
S27-0018,AN04ANG003,"4.5"" ANGELONIA ANGELISSA PURPLE",straight,Angelonia,color_annuals,"4.5""",,80,33.01,10,1,1,,1,,,,3
S27-0066,AN04BEG012,"4.5"" BEGONIA BIG GREEN LEAF WHITE",straight,Begonia,color_annuals,"4.5""",,80,30.82,10,1,1,,1,,,,3
S27-0573,,"4.5"" IPOMOEA SWEET GEORGIA RED HEART",straight,Ipomoea,color_annuals,"4.5""",,80,31.83,10,1,1,,1,,,,3
S27-0596,AN04LAN005,"4.5"" LANTANA BANDITO GOLD",straight,Lantana,color_annuals,"4.5""",,80,31.82,10,1,1,,1,,,,3
S27-0652,AN04NGI002,"4.5"" NEW GUINEA IMPATIENS PETTICOAT FIRE",straight,New Guinea Impatiens,color_annuals,"4.5""",,80,32.56,10,1,1,,1,,,,3
S27-0669,AN04NGI002,"4.5"" NEW GUINEA IMPATIENS PETTICOAT FIRE",straight,New Guinea Impatiens,color_annuals,"4.5""",,80,32.56,10,1,1,,1,,,,3
S27-0721,AN06LPAN002,"POT 6"" LANDSCAPE PANSY LAVENDER BLUE SHADES",straight,Pansy,color_annuals,"6.5""",,75,3.38,1,1,1,,1,,,,3
S27-0733,,1801L LANDSCAPE PANSY DELTA PRO VIOLET & WHITE,straight,Pansy,color_annuals,flat,,75,11.73,1,1,1,,1,,,,3
S27-0736,,1801L LANDSCAPE PANSY DELTA PRO WHITE BLOTCH,straight,Pansy,color_annuals,flat,,75,11.66,1,1,1,,1,,,,3
S27-0737,,1801L LANDSCAPE PANSY DELTA PRO YELLOW BLOTCH,straight,Pansy,color_annuals,flat,,75,11.66,1,1,1,,1,,,,3
S27-0309,AN04COL017,"4.5"" COLEUS KONG JR GREEN HALO",straight,Coleus,color_annuals,"4.5""",,72,32.03,10,1,1,,1,,,,3
S27-0310,AN04COL018,"4.5"" COLEUS KONG JR LIME VEIN",straight,Coleus,color_annuals,"4.5""",,72,32.01,10,1,1,,1,,,,3
S27-0311,AN04COL020,"4.5"" COLEUS KONG JR ROSE",straight,Coleus,color_annuals,"4.5""",,72,31.98,10,1,1,,1,,,,3
S27-0312,AN04COL021,"4.5"" COLEUS KONG JR SCARLET",straight,Coleus,color_annuals,"4.5""",,72,32.05,10,1,1,,1,,,,3
S27-0313,AN04COL019,"4.5"" COLEUS KONG MOSAIC",straight,Coleus,color_annuals,"4.5""",,72,31.98,10,1,1,,1,,,,3
S27-0399,AN04DAH003,"4.5"" DAHLIA PINK BICOLOR",straight,Dahlia,color_annuals,"4.5""",,70,31.99,10,1,1,,1,,,,3
S27-0470,AN04GER002,"4.5"" GERANIUM BROCADE FIRE NIGHT",straight,Geranium,color_annuals,"4.5""",,70,32.13,10,1,1,,1,,,,3
S27-0522,,"HB 10"" GERANIUM MARCADA PINKBERRY",straight,Geranium,color_annuals,hb,,70,16.59,1,1,1,,1,,,,3
S27-0101,AN13DCOM23,"POT 13"" FANCY BOY SHADE COMBO TANGERINE DREAM",straight,Begonia,color_annuals,planter,,68,30.07,1,1,1,,1,,,,3
S27-0150,AN13DCOM22,"POT 13"" FANCY BOY SHADE COMBO RED WHISPER",straight,Begonia,color_annuals,planter,,68,29.57,1,1,1,,1,,,,3
S27-0728,,1801L LANDSCAPE PANSY DELTA PRO TRI COLOR MIX,straight,Pansy,color_annuals,flat,,66,11.9,1,1,1,,1,,,,3
S27-0523,AN10HBGER007,"HB 10"" GERANIUM MARCADA PINKY WINKY",straight,Geranium,color_annuals,hb,,65,16.55,1,1,1,,1,,,,3
S27-0078,AN04BEG018,"4.5"" BEGONIA GROOVY ORANGE",straight,Begonia,color_annuals,"4.5""",,64,32.05,10,1,1,,1,,,,3
S27-0080,AN04BEG019,"4.5"" BEGONIA GROOVY RED",straight,Begonia,color_annuals,"4.5""",,64,31.98,10,1,1,,1,,,,3
S27-0082,AN04BEG020,"4.5"" BEGONIA GROOVY ROSE",straight,Begonia,color_annuals,"4.5""",,64,32.03,10,1,1,,1,,,,3
S27-0016,AN04ANG001,"4.5"" ANGELONIA ANGELFLARE BLACK",straight,Angelonia,color_annuals,"4.5""",,60,31.91,10,1,1,,1,,,,3
S27-0017,AN04ANG002,"4.5"" ANGELONIA ANGELFLARE ORCHID PINK",straight,Angelonia,color_annuals,"4.5""",,60,31.25,10,1,1,,1,,,,3
S27-0048,AN04BEG001,"4.5"" BEGONIA BACHELORETTE RED",straight,Begonia,color_annuals,"4.5""",,60,33.28,10,1,1,,1,,,,3
S27-0049,AN04BEG002,"4.5"" BEGONIA BACIO ORANGE",straight,Begonia,color_annuals,"4.5""",,60,32,10,1,1,,1,,,,3
S27-0050,AN04BEG003,"4.5"" BEGONIA BACIO PEACH",straight,Begonia,color_annuals,"4.5""",,60,32.81,10,1,1,,1,,,,3
S27-0070,AN04BEG013,"4.5"" BEGONIA FIRST KISS DEL SOL",straight,Begonia,color_annuals,"4.5""",,60,33.07,10,1,1,,1,,,,3
S27-0071,AN04BEG014,"4.5"" BEGONIA FIRST KISS HOT PINK",straight,Begonia,color_annuals,"4.5""",,60,33.03,10,1,1,,1,,,,3
S27-0073,AN04BEG016,"4.5"" BEGONIA FIRST KISS SAFFRON",straight,Begonia,color_annuals,"4.5""",,60,33.01,10,1,1,,1,,,,3
S27-0314,AN04COL022,"4.5"" COLEUS MAIN STREET ALLIGATOR ALLEY",straight,Coleus,color_annuals,"4.5""",,60,32.42,10,1,1,,1,,,,3
S27-0471,AN04GER003,"4.5"" GERANIUM BROCADE WILHELM LANGGUTH",straight,Geranium,color_annuals,"4.5""",,60,31.96,10,1,1,,1,,,,3
S27-0566,AN04IPO003,"4.5"" IPOMOEA SWEET GEORGIA FINE BURGUNDY",straight,Ipomoea,color_annuals,"4.5""",,60,32.14,10,1,1,,1,,,,3
S27-0567,AN04IPO004,"4.5"" IPOMOEA SWEET GEORGIA FINE LIME",straight,Ipomoea,color_annuals,"4.5""",,60,32.07,10,1,1,,1,,,,3
S27-0571,ANO4IPO010,"4.5"" IPOMOEA SWEET GEORGIA PULSE BLACK",straight,Ipomoea,color_annuals,"4.5""",,60,29.76,10,1,1,,1,,,,3
S27-0572,AN04IPO008,"4.5"" IPOMOEA SWEET GEORGIA PURPLE HEART",straight,Ipomoea,color_annuals,"4.5""",,60,32.24,10,1,1,,1,,,,3
S27-0593,ANO4LAN007,"4.5"" LANTANA BANDANA WHITE",straight,Lantana,color_annuals,"4.5""",,60,31.31,10,1,1,,1,,,,3
S27-0610,AN04LAN013,"4.5"" LANTANA SHAMROCK PEACH",straight,Lantana,color_annuals,"4.5""",,60,31.67,10,1,1,,1,,,,3
S27-0656,AN04NGI010,"4.5"" NEW GUINEA IMPATIENS PETTICOAT PINK",straight,New Guinea Impatiens,color_annuals,"4.5""",,60,33.14,10,1,1,,1,,,,3
S27-0659,AN04NGI007,"4.5"" NEW GUINEA IMPATIENS PETTICOAT TRUE RED",straight,New Guinea Impatiens,color_annuals,"4.5""",,60,33.24,10,1,1,,1,,,,3
S27-0660,AN04NGI011,"4.5"" NEW GUINEA IMPATIENS PETTICOAT WONDER WHITE",straight,New Guinea Impatiens,color_annuals,"4.5""",,60,33.16,10,1,1,,1,,,,3
S27-0673,AN04NGI010,"4.5"" NEW GUINEA IMPATIENS PETTICOAT PINK",straight,New Guinea Impatiens,color_annuals,"4.5""",,60,33.14,10,1,1,,1,,,,3
S27-0676,AN04NGI007,"4.5"" NEW GUINEA IMPATIENS PETTICOAT TRUE RED",straight,New Guinea Impatiens,color_annuals,"4.5""",,60,33.24,10,1,1,,1,,,,3
S27-0677,AN04NGI011,"4.5"" NEW GUINEA IMPATIENS PETTICOAT WONDER WHITE",straight,New Guinea Impatiens,color_annuals,"4.5""",,60,33.16,10,1,1,,1,,,,3
S27-1002,AN04ZIN001,"4.5"" ZINNIA PROFUSION CHERRY BICOLOR",straight,Zinnia,color_annuals,"4.5""",,60,32.5,10,1,1,,1,,,,3
S27-1004,AN04ZIN002,"4.5"" ZINNIA PROFUSION FIRE",straight,Zinnia,color_annuals,"4.5""",,60,32.36,10,1,1,,1,,,,3
S27-1009,AN04ZIN004,"4.5"" ZINNIA PROFUSION YELLOW",straight,Zinnia,color_annuals,"4.5""",,60,32.24,10,1,1,,1,,,,3
S27-1010,,"4.5"" ZINNIA PROFUSION RED YELLOW BICOLOR",straight,Zinnia,color_annuals,"4.5""",,60,32.26,10,1,1,,1,,,,3
S27-0754,AN12BPA003,"BOWL 12"" PANSY TOP WAVE MARINA",straight,Pansy,color_annuals,planter,,57,16.18,1,1,1,,1,,,,3
S27-0756,AN12BPA004,"BOWL 12"" PANSY TOP WAVE PINK SHADES",straight,Pansy,color_annuals,planter,,57,16.15,1,1,1,,1,,,,3
S27-0757,AN12BPA005,"BOWL 12"" PANSY TOP WAVE PURPLE SUNBURST",straight,Pansy,color_annuals,planter,,57,16.09,1,1,1,,1,,,,3
S27-0663,AN10HBNGI003,"HB 10"" NEW GUINEA MAGNUM RED",straight,New Guinea Impatiens,color_annuals,hb,,56,16.6,1,1,1,,1,,,,3
S27-0665,AN10HBNGI004,"HB 10"" NEW GUINEA WHITE BLUSH",straight,New Guinea Impatiens,color_annuals,hb,,56,16.65,1,1,1,,1,,,,3
S27-0298,AN11DCOM007,"POT 11"" FANCY BOY COLEUS CHARGED UP IN CHICAGO",combo,Coleus,combos,,,52,23.94,1,1,,,1,,1,,3
